"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2000,291.913051,1.413656,,379.668445,0.271813,-89.440863
2010,16.182120,3.280069,0.145369,131.055347,0.420271,-118.718935
2011,7.141965,3.196806,0.163472,118.428182,0.440859,-115.087353
2012,2.222407,3.071050,0.155398,114.154617,0.478403,-115.637062
2013,2.910451,2.939548,0.196822,111.838825,0.482934,-112.547678
2014,3.948344,2.960471,0.175160,111.863704,0.428181,-111.479172
2015,0.256614,3.077336,0.193763,108.736318,0.423709,-112.174511
2016,9.695150,3.211243,0.221081,116.678687,0.421627,-110.837490
2017,16.308684,4.648694,0.255964,117.880358,0.419887,-106.896219
2018,16.867314,4.510555,0.309375,116.190230,0.423064,-104.565909
2019,22.278237,4.510478,0.342362,115.781480,0.388534,-98.744617
2020,29.527432,4.332499,0.350391,114.672531,0.516646,-90.344635
2021,40.548036,4.742646,0.383374,121.179710,0.948422,-86.706117
2022,47.854387,5.237811,0.410639,122.934013,1.834789,-82.562866
