"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2000,291.997230,1.487123,5.843745,374.107225,,-89.440863
2010,16.182120,3.032861,9.147681,122.688626,0.031888,-118.718935
2011,7.141965,2.968726,9.502630,109.696856,0.061106,-115.087353
2012,2.222407,2.824933,8.771794,106.173289,0.089453,-115.637062
2013,2.910451,2.729213,8.753400,103.858572,0.116944,-112.547678
2014,3.948344,2.707994,9.194497,103.380930,0.144094,-111.479172
2015,0.256614,2.782057,7.989269,101.488885,0.170914,-112.174511
2016,9.695150,2.941042,10.807176,106.587005,0.197416,-110.837490
2017,16.308684,4.379610,10.974573,107.627110,0.223610,-106.896219
2018,16.867314,4.245961,9.469096,107.468659,0.249508,-104.565909
2019,22.278237,4.207284,7.501141,109.039308,0.275120,-98.744617
2020,29.527432,4.046846,10.112583,105.412181,0.300457,-90.344635
2021,40.548036,4.463918,11.919906,110.544800,0.325529,-86.706117
2022,47.854387,4.941979,10.465929,114.659000,0.350345,-82.562866
