"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1989,173.616977,79.131216,65.935358,11.127421,14.969330,2.453652,,
1990,150.769277,71.654622,54.079940,12.432181,11.372530,1.230003,,
1991,123.986186,66.122826,34.796677,10.628013,11.087330,1.351340,,
1992,117.006427,59.480382,35.120426,10.880944,10.523914,1.000762,,
1993,107.836922,58.104811,31.667090,8.722386,9.018775,0.323860,,
1994,105.470321,59.044056,29.305163,9.277453,7.392855,0.450795,,
1995,107.954300,61.431909,28.907952,8.531512,8.501974,0.580954,,
1996,112.716922,63.550911,28.318986,11.946324,8.595470,0.305231,,
1997,103.211927,57.088453,22.501767,12.216657,10.538550,0.866499,,
1998,89.801295,48.384924,18.472453,11.524840,10.708666,0.710413,,
1999,76.258004,40.501881,16.976171,9.553974,9.101753,0.124225,,
2000,80.178656,42.981345,17.682157,9.913407,9.349307,0.252440,,
2001,85.442619,45.444772,19.049826,11.925295,8.581348,0.441379,,
2002,83.932527,42.887832,19.787713,12.284020,8.641953,0.331009,,
2003,87.623722,46.251496,17.758579,12.931212,10.243702,0.438733,,
2004,85.373234,41.245281,18.206417,13.532262,11.029231,1.360042,,
2005,83.176301,41.022715,16.952765,12.584759,11.373875,1.242188,,
2006,85.845936,43.043927,16.092508,13.047722,13.089335,0.572443,,
2007,90.459098,45.604952,18.960451,13.650912,11.235972,1.006811,,
2008,91.063895,44.143683,20.472090,15.227972,10.353183,0.866967,,
2009,77.793561,37.069472,14.665478,15.168489,10.571815,0.318307,,
2010,73.248371,33.427570,14.691139,14.220261,10.591751,0.317650,,
2011,80.851307,37.886357,17.464782,14.346043,10.588845,0.565281,,
2012,79.599780,34.871732,17.775432,15.230840,11.136400,0.585375,,
2013,69.710809,28.473497,15.034185,15.047260,10.727592,0.428274,,
2014,69.483194,28.477608,14.689101,15.597284,10.300713,0.418489,,
2015,68.190165,28.269233,13.184530,15.706858,10.550987,0.478557,,
2016,66.701987,25.772130,12.931443,16.792637,10.745036,0.460741,,
2017,69.588432,26.596979,13.093743,17.935038,11.302044,0.660628,,
2018,69.716203,24.997491,13.759611,18.427543,11.880357,0.651201,,
2019,66.537093,21.703550,13.371184,18.917206,11.907992,0.637160,,
2020,63.757786,18.179094,14.474919,18.357952,12.124152,0.621669,,
2021,67.452329,18.565305,14.817986,19.557729,13.408157,1.103151,,
2022,65.769382,18.004379,13.150116,21.158519,12.283394,1.172974,,
2023,62.376542,15.532070,11.470649,22.124763,12.061984,1.187076,,
