"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.199300,0.012700,0.008900
1962,,,,0.100300,0.013400,0.004500
1963,,,,0.108100,0.009500,0.006500
1964,,,,0.109000,0.011500,0.009900
1965,,,,0.122000,0.013100,0.017000
1966,,,,0.135000,0.020500,0.025000
1967,,,,0.411300,0.023300,0.046300
1968,,,,0.485000,0.028300,0.071000
1969,,,,0.513000,0.045500,0.090400
1970,0.525000,0.053800,0.105700,0.525000,0.053800,0.105700
1971,0.549000,0.014100,0.091400,0.549000,0.014100,0.091400
1972,0.563000,0.033600,0.085900,0.563000,0.033600,0.085900
1973,0.590000,0.043800,0.072300,0.590000,0.043800,0.072300
1974,0.628000,0.054500,0.107400,0.628000,0.054500,0.107400
1975,0.649000,0.053500,0.094800,0.649000,0.053500,0.094800
1976,0.649000,0.060700,0.152900,0.649000,0.060700,0.152900
1977,0.753000,0.061400,0.162000,0.753000,0.061400,0.162000
1978,0.794000,0.053800,0.181000,0.794000,0.053800,0.181000
1979,0.819000,0.055000,0.173000,0.819000,0.055000,0.173000
1980,0.822000,0.050000,0.178000,0.822000,0.050000,0.178000
1981,0.834000,0.048000,0.180000,0.834000,0.048000,0.180000
1982,0.802000,0.051000,0.156000,0.802000,0.051000,0.156000
1983,0.802000,0.051000,0.133000,0.802000,0.051000,0.133000
1984,0.806000,0.050000,0.137000,0.806000,0.050000,0.137000
1985,0.801000,0.040000,0.144000,0.801000,0.040000,0.144000
1986,0.811000,0.040000,0.144000,0.811000,0.040000,0.144000
1987,0.816000,0.040000,0.119584,0.816000,0.040000,0.119584
1988,0.819000,0.040000,0.114163,0.819000,0.040000,0.114163
1989,0.739000,0.040000,0.103631,0.739000,0.040000,0.103631
1990,0.547000,0.040000,0.126976,0.547000,0.040000,0.126976
1991,0.359000,0.040000,0.126976,0.359000,0.040000,0.126976
1992,0.359000,0.010802,0.015026,0.359000,0.010802,0.015026
1993,0.359000,0.018338,0.012931,0.359000,0.018338,0.012931
1994,0.288000,0.041900,0.064800,0.288000,0.041900,0.064800
1995,0.364000,0.062300,0.125300,0.364000,0.062300,0.125300
1996,0.332000,0.076300,0.080500,0.332000,0.076300,0.080500
1997,0.324000,0.120200,0.108800,0.324000,0.120200,0.108800
1998,0.301100,0.132300,0.087800,0.301100,0.132300,0.087800
1999,0.288900,0.112800,0.082500,0.288900,0.112800,0.082500
2000,0.339600,0.147100,0.115100,0.339600,0.147100,0.115100
2001,0.395000,0.158900,0.158100,0.395000,0.158900,0.158100
2002,0.370000,0.193000,0.182400,0.370000,0.193000,0.182400
2003,0.443000,0.256000,0.213420,0.443000,0.256000,0.213420
2004,0.454000,0.321000,0.225000,0.454000,0.321000,0.225000
2005,0.371000,0.351000,0.130245,0.371000,0.351000,0.130245
2006,0.432000,0.268000,0.121310,0.432000,0.268000,0.121310
2007,0.558000,0.351000,0.182200,0.558000,0.351000,0.182200
2008,0.421563,0.355869,0.101709,0.421563,0.355869,0.101709
2009,0.342000,0.401678,0.069857,0.342000,0.401678,0.069857
2010,0.364000,0.429594,0.093802,0.364000,0.429594,0.093802
2011,0.385500,0.444107,0.080683,0.385500,0.444107,0.080683
2012,0.402000,0.527760,0.105031,0.402000,0.527760,0.105031
2013,0.355000,0.558127,0.133312,0.355000,0.558127,0.133312
2014,0.423759,0.564067,0.132760,0.423759,0.564067,0.132760
2015,0.389954,0.644928,0.159636,0.389954,0.644928,0.159636
2016,0.425588,0.667904,0.177630,0.425588,0.667904,0.177630
2017,0.492008,0.668377,0.251979,0.492008,0.668377,0.251979
2018,0.586728,0.673141,0.305157,0.586728,0.673141,0.305157
2019,0.569068,0.682565,0.327619,0.569068,0.682565,0.327619
2020,0.503839,0.683154,0.311903,0.503839,0.683154,0.311903
2021,0.602144,0.791536,0.330482,0.602144,0.791536,0.330482
2022,0.606010,0.832385,0.366599,0.606010,0.832385,0.366599
2023,0.606010,0.832385,0.366599,0.606010,0.832385,0.366599
