"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,4.426000,0.181000,0.398600,19.748000
1962,4.566000,0.298000,0.200600,21.316000
1963,4.783000,0.429000,0.216200,21.316000
1964,4.842000,0.551000,0.218000,21.579000
1965,5.199000,0.566000,0.244000,21.830000
1966,5.527000,0.595000,0.270000,22.424000
1967,5.460000,0.647000,0.822600,23.290000
1968,5.389000,0.695000,0.970000,22.560000
1969,5.404000,0.755900,1.026000,22
1970,5.441000,0.829200,1.050000,22.286000
1971,5.674000,0.944200,1.098000,22.304000
1972,5.587000,1.025400,1.126000,21.915000
1973,5.373000,1.111800,1.180000,21.537000
1974,4.955000,1.230500,1.256000,21.043000
1975,4.757000,1.338500,1.298000,20.559000
1976,4.406000,1.396000,1.298000,20.587000
1977,4.359000,1.483000,1.506000,20.274000
1978,4.562000,1.574000,1.588000,20.609000
1979,4.737000,1.629000,1.638000,17.823000
1980,4.677000,1.540000,1.644000,17.670000
1981,4.500000,1.482000,1.668000,19.759000
1982,4.568000,1.511000,1.604000,22.375000
1983,4.878000,1.388000,1.604000,22.275000
1984,4.868000,1.539000,1.612000,23.448000
1985,4.425000,1.334000,1.602000,22.326000
1986,3.538000,1.198000,1.622000,20.029000
1987,2.858000,1.198000,1.632000,19.172000
1988,2.758000,1.198000,1.638000,17.522000
1989,2.850000,1.463000,1.478000,15.575000
1990,2.911000,1.044000,1.094000,12.608000
1991,2.233000,0.804000,0.718000,12.961000
1992,2.460000,0.793000,0.718000,12.440000
1993,2.460000,0.793000,0.718000,8.840000
1994,1.727000,0.402000,0.576000,11.925000
1995,1.777000,0.400000,0.728000,12.178000
1996,1.693000,0.397000,0.664000,12.250000
1997,1.861000,0.384000,0.648000,13.529000
1998,2.200000,0.294000,0.602200,11.649000
1999,2.818000,0.301000,0.577800,12.703500
2000,3.395700,0.286900,0.679200,13.148200
2001,3.059000,0.419000,0.790000,12.424000
2002,3.696000,0.555000,0.740000,15.154000
2003,4.246000,0.731000,0.886000,15.440000
2004,4.588000,0.913000,0.908000,15.809000
2005,4.321000,0.954000,0.742000,14.501000
2006,3.476000,1.291000,0.864000,13.970000
2007,4.143000,1.221000,1.116000,15.341000
2008,3.793900,1.880576,0.843126,13.667000
2009,3.597780,2.047200,0.684000,12.556500
2010,4.323000,2.757000,0.728000,13.111640
2011,4.441808,2.958000,0.771000,14.358629
2012,5.500000,3.874000,0.804000,16.087912
2013,5.532300,4.810000,0.710000,15.194722
2014,5.404000,4.780946,0.847518,15.329913
2015,6.299709,4.991171,0.779908,15.314700
2016,6.039000,5.420903,0.851176,15.116714
2017,5.688353,5.181390,0.984016,14.491635
2018,5.666833,3.888070,1.173456,15.989205
2019,5.716700,3.963667,1.138136,15.827246
2020,6.195495,3.812738,1.007678,18.048528
2021,5.245960,4.457255,1.204288,17.796330
2022,4.650000,3.626789,1.212020,17.476457
2023,4.100000,3.626789,1.212020,17.476457
