"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1989,288.440130,208.800705,74.067181,22.690123,4.005955,-21.123834
1990,230.397480,176.339167,59.042498,18.724489,2.530706,-26.239380
1991,183.666283,142.063668,51.199024,14.568460,2.323075,-26.487943
1992,166.789693,131.808240,47.342760,13.788023,1.617715,-27.767045
1993,155.057391,122.516234,45.611664,14.168413,1.686531,-28.925451
1994,152.959495,120.677142,45.614734,13.320875,1.784722,-28.437979
1995,160.081641,125.485403,46.798959,13.906669,2.124125,-28.233515
1996,163.798904,128.928078,46.808005,13.500206,2.121279,-27.558665
1997,156.615452,117.927093,51.815972,12.931235,2.119960,-28.178808
1998,137.588215,104.596818,49.173272,11.904924,2.082731,-30.169531
1999,119.872080,88.712405,47.868535,11.364740,1.914465,-29.988065
2000,111.740223,93.012399,35.907475,11.338796,1.582825,-30.101272
2001,114.707392,98.742326,34.366721,11.158524,1.350468,-30.910647
2002,117.946437,98.877357,36.687610,10.759268,1.056450,-29.434248
2003,123.225526,103.524401,37.952401,11.338875,0.499561,-30.089713
2004,121.645741,103.052462,36.353025,11.828474,0.428965,-30.017184
2005,119.417738,101.157372,36.720672,12.049702,0.448087,-30.958094
2006,121.274787,104.108403,35.927286,11.306891,0.531515,-30.599307
2007,123.227482,108.312544,34.813095,11.096473,0.669448,-31.664078
2008,119.352743,106.820463,33.625397,10.201177,0.919446,-32.213741
2009,101.048394,87.602404,32.014316,9.713023,0.899854,-29.181202
2010,89.751383,84.238638,29.695658,9.916132,0.962442,-35.061487
2011,96.605733,92.098648,28.868802,10.232234,1.050881,-35.644830
2012,91.063740,89.508843,29.057270,9.532725,1.140579,-38.175676
2013,79.600354,78.409224,28.324298,9.897507,1.234163,-38.264838
2014,68.855213,79.273109,28.094072,9.436990,1.306394,-49.255351
2015,68.389822,77.978794,27.914039,9.482258,1.427004,-48.412274
2016,64.327259,76.521771,27.265570,9.472398,1.579362,-50.511841
2017,69.095253,79.362123,26.796350,9.904762,1.740826,-48.708808
2018,71.774652,79.806232,26.327406,10.599962,1.811490,-46.770438
2019,68.578139,76.583792,26.600023,10.284401,1.843719,-46.733796
2020,62.410878,73.846590,26.088106,9.673436,1.913084,-49.110338
2021,67.583112,77.426523,25.578850,10.407808,1.961820,-47.791889
2022,63.981139,73.036602,25.305704,9.300859,2.024091,-45.686116
2023,57.437666,67.732096,24.730805,9.362075,2.037476,-46.424786
