"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,3.167884,2.175454,3.796493,
200802,3.788968,2.099253,2.926801,
200803,3.769591,2.288272,3.067231,
200804,3.104192,2.222917,2.706401,
200805,3.425293,2.150412,2.714851,
200806,3.355717,2.110464,2.388334,
200807,4.041042,2.299514,2.584403,
200808,3.196319,2.510758,2.574081,
200809,3.448915,2.587589,2.493090,
200810,3.760846,2.527168,2.132429,
200811,2.878919,2.410257,2.158916,
200812,2.752100,2.256029,2.212740,
200901,2.780484,2.010998,2.456392,
200902,2.180188,1.529777,2.244328,
200903,2.938496,2.079159,2.169599,
200904,2.163151,2.288565,1.657989,
200905,2.594434,2.092492,1.379260,
200906,2.342268,1.842666,1.311066,
200907,2.255932,2.032547,1.969603,
200908,3.001222,2.207831,2.355840,
200909,3.204397,2.228991,2.197477,
200910,3.601317,2.231088,2.079482,
200911,2.935772,2.094223,2.458236,
200912,2.367324,2.052831,3.279985,
201001,2.070573,1.466195,2.988933,
201002,2.539621,1.446375,2.735613,
201003,2.468317,1.900030,2.816089,
201004,1.956165,1.646206,2.176505,
201005,2.283381,2.050158,1.887459,
201006,2.453163,1.814810,1.754306,
201007,2.439598,1.907417,1.338208,
201008,2.628921,2.207809,1.350308,
201009,2.799303,2.415507,1.997194,
201010,2.904061,1.908008,2.367134,
201011,2.788791,2.255249,2.379547,
201012,2.070760,2.233817,3.013342,
201101,2.635655,1.466516,3.080071,
201102,2.474375,1.486391,3.275049,
201103,3.159572,1.881965,2.911203,
201104,2.698221,1.963537,2.280700,
201105,2.554085,2.142095,2.687009,
201106,2.775302,2.113392,2.463959,
201107,2.705305,2.191098,1.422787,
201108,2.929717,2.303612,1.299380,
201109,2.871972,2.284720,1.640005,
201110,2.933945,2.237355,2.108780,
201111,3.261227,2.149819,2.828350,
201112,3.091710,2.052988,2.946743,
201201,2.653014,1.586156,2.809591,
201202,2.348004,1.562683,3.251386,
201203,3.262298,2.045630,2.719397,
201204,2.290640,2.255957,2.396179,
201205,2.321625,2.261647,2.403154,
201206,2.399387,1.800041,2.111486,
201207,2.704991,2.539522,1.327371,
201208,2.710421,2.285479,1.566297,
201209,2.813621,2.406326,1.603426,
201210,2.776084,2.456697,1.964900,
201211,2.791398,2.128802,2.519854,
201212,2.451841,2.181632,3.101313,
201301,2.694327,1.467115,3.156005,
201302,1.902576,1.648726,2.747205,
201303,2.271681,1.434967,2.545205,
201304,1.894729,2.082199,1.831822,
201305,1.366930,2.011952,1.625444,
201306,1.569034,1.898266,1.446650,
201307,1.919015,2.347297,1.553715,
201308,2.416869,2.081760,1.523442,
201309,2.206905,2.261215,1.616214,
201310,2.945193,2.385797,1.917843,
201311,2.204378,2.142551,2.198270,
201312,1.877324,1.966052,3.086545,
201401,2.130910,1.359059,2.889183,
201402,2.226460,1.926737,2.711206,
201403,1.863625,2.357260,2.224270,
201404,1.509595,1.859325,1.994520,
201405,1.803366,2.000587,1.695828,
201406,2.045363,1.534343,1.848434,
201407,2.441380,2.384617,1.531325,
201408,1.807040,2.308979,1.527576,
201409,1.942477,2.643175,1.554631,
201410,2.705355,2.392561,1.456462,
201411,2.548186,2.100354,2.501340,
201412,1.981959,2.020417,2.493843,
201501,2.197390,1.796542,2.800652,
201502,1.936064,1.693864,2.522908,
201503,2.009475,1.975266,2.434649,
201504,1.648614,1.833566,1.819057,
201505,1.885464,2.099584,1.499435,
201506,1.773657,1.901347,1.449148,
201507,2.099824,2.202666,1.450613,
201508,2.375328,2.165142,1.477411,
201509,2.117250,2.194736,1.355735,
201510,2.307348,2.280929,1.841189,
201511,2.391523,1.980317,2.209525,
201512,2.385824,2.021792,2.632216,
201601,2.237769,1.813474,2.813070,
201602,2.093733,1.990309,2.252043,
201603,1.609206,2.245410,2.157593,
201604,1.377281,2.240277,1.559984,
201605,1.457712,2.176460,1.338391,
