"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,"NaN",-0.010000,-0.210000,"NaN","NaN","NaN","NaN"
2021,"NaN",-0.040000,0.300000,"NaN","NaN","NaN","NaN"
2022,"NaN",0.020000,-0.610000,"NaN","NaN","NaN","NaN"
2023,"NaN",0,0.170000,"NaN",0,"NaN","NaN"
2024,"NaN",0.010000,-0.370000,"NaN",0,"NaN","NaN"
