"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2020,2.740000,-2.890000,-0.110000,0,0,0,0,0.900000
2021,0.430000,1.660000,-0.020000,0,0,0,0,6.010000
2022,2.640000,-4.750000,0.090000,0,0,0.180000,0,6.500000
2023,9.150000,2.130000,-0.080000,0,0,0.290000,0,-11.370000
2024,11.090000,-1.790000,0.240000,0,0,0.350000,0,-3.360000
2025,1.950000,-0.550000,0,0,0,0.340000,0,-0.030000
2026,0.640000,-0.220000,0,0,0,0.010000,0,-0.410000
