"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,223.481609,42.026932,72.169008,36.460811,72.641464,0.183395,,
1991,246.864642,49.945726,85.306808,39.667137,67.240694,4.704276,,
1992,264.236124,59.044990,88.857583,45.190052,68.171380,2.972119,,
1993,294.738317,66.967185,97.533097,57.082426,69.974554,3.181055,,
1994,315.376066,81.318263,102.910976,59.190325,69.088809,2.867693,,
1995,340.964767,91.952430,104.629689,66.562753,74.978476,2.841419,,
1996,374.951005,115.575063,106.236462,70.796130,79.242616,3.100733,,
1997,392.509741,124.958964,107.331553,76.405235,80.862636,2.951353,,
1998,334.224208,112.389638,97.052382,59.222001,62.879562,2.680625,,
1999,367.093357,122.425729,104.531804,64.371977,73.011157,2.752690,,
2000,396.534492,136.316468,115.401457,71.850039,70.539998,2.426530,,
2001,409.514276,147.140062,115.573722,75.063215,68.595881,3.141397,,
2002,427.242469,155.879481,119.477526,80.147702,68.878457,2.859304,,
2003,437.121634,159.850254,124.428981,82.986132,66.509309,3.346958,,
2004,446.579579,172.483413,125.216812,83.122199,62.583449,3.173706,,
2005,443.255722,177.405400,116.105347,83.969632,62.522050,3.253293,,
2006,453.920992,187.146806,118.786888,84.679633,60.435584,2.872081,,
2007,472.558457,199.499837,124.474380,86.933442,58.722122,2.928675,,
2008,485.963020,212.443136,129.047560,84.486896,57.364621,2.620807,,
2009,494.603552,230.654693,119.890531,85.150513,56.009440,2.898374,,
2010,545.924681,254.619185,142.754056,86.660343,58.921206,2.969892,,
2011,575.832257,264.989859,164.099128,86.363966,57.476961,2.902342,,
2012,570.624860,269.449644,154.587535,87.719026,55.917912,2.950743,,
2013,565.485666,276.150907,142.093928,89.656925,54.578650,3.005255,,
2014,556.806267,263.946831,151.263953,89.913471,48.797493,2.884518,,
2015,558.943334,262.303036,148.384081,95.378274,49.753549,3.124393,,
2016,571.076028,263.821488,152.592813,99.858919,51.703685,3.099123,,
2017,583.709513,275.085786,153.094476,99.329973,52.976742,3.222536,,
2018,608.431819,299.963550,153.544632,98.763552,53.012021,3.148065,,
2019,582.881588,279.423236,148.841565,101.742950,49.901447,2.972389,,
2020,541.142131,248.224384,144.905587,96.797175,48.277145,2.937840,,
2021,563.361942,260.019969,152.932439,99.474180,47.985805,2.949549,,
2022,548.487418,257.501954,140.999101,98.502434,48.437686,3.046243,,
