"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,101.403182,96.986339,2.464752,1.976546,0.084589,-0.109044
1991,102.305411,97.768551,2.285982,2.241054,0.119032,-0.109208
1992,107.872263,103.335015,2.114348,2.371735,0.162357,-0.111193
1993,106.799951,102.269308,1.774561,2.490384,0.377365,-0.111668
1994,107.406430,103.037403,1.494913,2.552395,0.435988,-0.114269
1995,104.059139,99.844567,1.359661,2.485704,0.483422,-0.114214
1996,107.733119,103.247973,1.367546,2.603266,0.625864,-0.111530
1997,106.114866,101.541512,1.217060,2.697064,0.768136,-0.108906
1998,105.221464,100.380566,1.273539,2.614149,1.058686,-0.105476
1999,106.314569,100.963553,1.558959,2.613345,1.281950,-0.103238
2000,104.539648,98.645221,1.642419,2.805787,1.546066,-0.099844
2001,104.830465,98.218538,1.453497,2.945713,2.310337,-0.097619
2002,105.161449,97.909643,1.490051,2.816091,3.030653,-0.084991
2003,102.225689,95.268089,1.436860,2.694430,2.906949,-0.080639
2004,97.185084,90.166589,1.785775,2.571861,2.683517,-0.022657
2005,95.945442,88.024908,1.951452,2.473447,3.577705,-0.082070
2006,91.607165,82.445038,2.189770,2.686078,4.335656,-0.049377
2007,91.183190,81.051940,2.078714,3.460771,4.679446,-0.087680
2008,91.817441,80.655366,2.124808,3.400760,5.718473,-0.081967
2009,87.964321,77.529753,1.141337,3.638809,5.738502,-0.084079
2010,85.660159,75.096589,1.405155,3.650116,5.588724,-0.080425
2011,84.421508,73.480730,1.298814,3.527170,6.197198,-0.082405
2012,87.776014,77.012917,1.458938,3.508406,5.872849,-0.077096
2013,90.174827,78.256169,1.424224,3.619057,6.946920,-0.071542
2014,84.717170,73.853028,1.468686,3.289424,6.171661,-0.065629
2015,88.098217,76.345592,1.520768,3.257785,6.932392,0.041680
2016,86.786905,75.436126,1.495657,3.029554,6.886569,-0.061001
2017,83.303130,73.330140,1.521230,2.578119,5.933704,-0.060064
2018,86.227448,74.793168,1.497302,2.782401,7.218229,-0.063653
2019,82.240106,71.040932,1.209218,2.582477,7.362243,0.045237
2020,68.601246,60.056980,0.807306,2.433819,5.368087,-0.064947
2021,72.855922,64.336647,0.742980,2.516912,5.329630,-0.070247
2022,65.088838,56.103341,0.826898,2.261518,5.968259,-0.071177
2023,60.105106,51.653798,0.753587,1.914292,5.860217,-0.076788
2024,61.516570,52.334647,0.764825,1.949151,6.573400,-0.105451
