"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,98.717039,17.665667,3.850038,35.202315,41.999019,,,
1991,99.815051,17.158480,3.958681,40.076728,38.621162,,,
1992,105.556621,18.858157,3.904514,45.745228,37.048722,,,
1993,104.585210,20.770216,3.886239,42.836561,37.092194,,,
1994,105.439127,22.398750,3.807358,44.181444,35.051575,,,
1995,102.206814,22.308854,3.802483,42.772210,33.323267,,,
1996,105.675931,23.931837,3.822407,42.555858,35.365830,,,
1997,104.056957,26.759853,3.770018,40.561077,32.966009,,,
1998,102.812995,25.189690,3.814059,39.266124,34.543122,,,
1999,103.387974,25.502568,3.859449,39.689431,34.336526,,,
2000,101.083350,26.213788,3.923820,38.137986,32.807757,,,
2001,100.690946,27.681512,3.891242,37.871697,31.246495,,,
2002,100.264915,24.796304,3.951045,37.605636,33.911930,,,
2003,97.479947,20.605665,3.945070,37.376684,35.552527,,,
2004,92.281882,18.324034,3.944834,36.517956,33.495059,,,
2005,90.055079,18.216784,3.963118,34.830258,33.044919,,,
2006,84.224882,14.499211,3.913401,34.799392,31.012879,,,
2007,83.104536,19.027927,3.859085,34.147847,26.069677,,,
2008,82.578424,18.096861,3.973073,33.222139,27.286351,,,
2009,79.452024,17.445676,3.912634,30.655918,27.437796,,,
2010,76.936595,17.264451,3.973601,26.416477,29.282066,,,
2011,75.287561,19.434990,3.812790,28.400025,23.639756,,,
2012,78.803784,20.460985,2.275019,30.710054,25.357725,,,
2013,80.176580,21.764929,2.439606,30.510646,25.461399,,,
2014,75.737985,22.678328,2.559513,28.127913,22.372231,,,
2015,78.473321,23.938486,4.663531,26.429976,23.441329,,,
2016,77.559236,24.153486,5.738765,25.482857,22.184128,,,
2017,75.287638,23.211290,5.075147,24.595863,22.405339,,,
2018,76.974738,23.490694,6.950577,24.121139,22.412328,,,
2019,73.049436,23.191274,5.369165,22.663553,21.825444,,,
2020,61.901049,19.088963,6.972558,18.014871,17.824657,,,
2021,66.390964,21.817817,6.774354,17.833513,19.965279,,,
2022,57.777228,19.327927,4.313083,17.958483,16.177736,,,
2023,52.759369,18.789476,2.936396,18.034576,12.998921,,,
