"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,1.088844,0.177047,0.048558,0.009771,0.000535,0.852933
1991,0.920331,0.180564,0.052481,0.009328,0.000549,0.677409
1992,1.027063,0.186066,0.050583,0.008019,0.000578,0.781818
1993,1.068763,0.191352,0.052316,0.010321,0.000540,0.814233
1994,1.057400,0.200125,0.052508,0.010729,0.000568,0.793470
1995,2.146245,0.216612,0.057189,0.006765,0.000587,1.865091
1996,1.472553,0.233814,0.058588,0.008456,0.000671,1.171025
1997,1.177249,0.249332,0.062528,0.009263,0.000719,0.855406
1998,1.438686,0.256693,0.065742,0.009002,0.000758,1.106491
1999,1.399186,0.266202,0.064131,0.008616,0.000873,1.059365
2000,1.461615,0.272800,0.069165,0.010645,0.000926,1.108080
2001,1.413775,0.280437,0.066984,0.009908,0.000930,1.055515
2002,1.615521,0.278023,0.070002,0.011966,0.000967,1.254563
2003,2.647804,0.271139,0.071000,0.014422,0.000919,2.290325
2004,2.848200,0.285472,0.072379,0.014330,0.000912,2.475108
2005,1.851592,0.293505,0.072795,0.009975,0.001108,1.474209
2006,1.509936,0.298663,0.072510,0.009925,0.001001,1.127836
2007,1.200575,0.312132,0.082971,0.012823,0.001054,0.791594
2008,1.325164,0.331120,0.080998,0.013533,0.001332,0.898182
2009,0.705454,0.318495,0.072337,0.011188,0.001125,0.302308
2010,0.688969,0.352767,0.082049,0.013698,0.001154,0.239301
2011,0.764130,0.366887,0.088312,0.016827,0.001114,0.290990
2012,0.654557,0.399308,0.089258,0.018932,0.001164,0.145895
2013,0.915999,0.430732,0.090387,0.019114,0.001230,0.374537
2014,0.794590,0.456341,0.087625,0.020271,0.001335,0.229019
2015,0.876747,0.431970,0.088253,0.017538,0.001153,0.337834
2016,0.904853,0.399958,0.086285,0.019732,0.000507,0.398370
2017,0.797899,0.406956,0.089608,0.021287,0.000558,0.279490
2018,0.825521,0.384137,0.090619,0.024053,0.000538,0.326175
2019,1.017289,0.383453,0.086118,0.024299,0.000557,0.522863
2020,1.094677,0.364226,0.087215,0.026010,0.000548,0.616679
2021,1.361183,0.409617,0.095423,0.030236,0.000534,0.825372
2022,1.266131,0.391193,0.091483,0.031484,0.000504,0.751467
