"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,1.588395,0.180778,0.400662,0.094839,0.004050,0.908066
1991,1.428422,0.194127,0.407831,0.095742,0.004518,0.726204
1992,1.552595,0.187941,0.420863,0.099645,0.005024,0.839122
1993,1.603544,0.194051,0.427442,0.102300,0.005039,0.874712
1994,1.602577,0.203288,0.435235,0.105190,0.004751,0.854112
1995,2.748731,0.173020,0.480358,0.117546,0.004582,1.973225
1996,2.014089,0.226907,0.432459,0.105274,0.003803,1.245647
1997,1.713281,0.261671,0.428005,0.104718,0.003309,0.915577
1998,1.997993,0.258732,0.444911,0.111871,0.002525,1.179953
1999,1.968106,0.266590,0.452459,0.113007,0.003454,1.132596
2000,2.048689,0.277151,0.467378,0.117694,0.002002,1.184464
2001,2.019047,0.284066,0.483642,0.119750,0.001880,1.129709
2002,2.246261,0.275925,0.500894,0.127607,0.002238,1.339596
2003,3.360112,0.220756,0.561237,0.148631,0.002439,2.427048
2004,3.596053,0.226874,0.589404,0.155891,0.002557,2.621326
2005,2.561246,0.277879,0.561447,0.145401,0.002805,1.573714
2006,2.196460,0.308161,0.541708,0.141699,0.003117,1.201775
2007,1.850441,0.347785,0.509699,0.136715,0.003451,0.852790
2008,1.990232,0.361230,0.521484,0.139731,0.003853,0.963934
2009,1.356216,0.363014,0.511906,0.135231,0.003625,0.342440
2010,1.352807,0.411825,0.519568,0.140538,0.003732,0.277144
2011,1.423603,0.439980,0.511681,0.143602,0.004190,0.324150
2012,1.305805,0.481659,0.504520,0.142025,0.004703,0.172897
2013,1.586905,0.504723,0.516830,0.148858,0.005217,0.411276
2014,1.465525,0.534815,0.515029,0.150270,0.005636,0.259775
2015,1.562802,0.503484,0.528752,0.151308,0.005994,0.373264
2016,1.603968,0.468307,0.536978,0.155795,0.006342,0.436546
2017,1.493407,0.484617,0.531149,0.157422,0.006936,0.313282
2018,1.523108,0.463366,0.534098,0.156098,0.007391,0.362156
2019,1.727820,0.450221,0.542872,0.159727,0.007933,0.567067
2020,1.824760,0.429593,0.553483,0.168145,0.008456,0.665084
2021,2.116314,0.478705,0.575014,0.171061,0.009056,0.882478
2022,2.039236,0.460438,0.589744,0.173849,0.009512,0.805694
