"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,91.673305,73.427062,13.702021,7.445876,0.355514,-3.257168
1991,86.312426,69.824670,13.516117,5.054599,0.323559,-2.406519
1992,75.786374,62.280741,12.299271,3.945886,0.200664,-2.940189
1993,73.663019,62.991364,11.888622,4.113532,0.225259,-5.555758
1994,72.544856,61.880354,11.639894,4.965543,0.253010,-6.193944
1995,71.331453,61.464323,11.570711,4.223718,0.280317,-6.207615
1996,77.226649,63.083301,11.669584,4.745261,0.290209,-2.561706
1997,75.359629,61.668477,11.622543,4.748265,0.334137,-3.013793
1998,73.790151,61.248030,11.523515,4.680887,0.419569,-4.081850
1999,76.337290,61.566560,11.595225,4.531572,0.491550,-1.847617
2000,74.385908,58.235607,11.717575,4.859261,0.543422,-0.969958
2001,74.578015,59.819443,11.548134,5.252484,0.577312,-2.619358
2002,73.678210,58.835205,11.453847,4.655623,0.659449,-1.925914
2003,74.271431,61.604591,11.579188,4.618420,0.782345,-4.313113
2004,74.116106,59.978707,11.216104,5.325570,0.955794,-3.360069
2005,71.505583,60.142015,11.017598,5.091887,1.132881,-5.878799
2006,71.940789,59.528590,10.456157,4.858132,1.051063,-3.953155
2007,69.974992,58.441155,10.205348,4.391137,1.179242,-4.241891
2008,66.209184,57.181494,9.926592,3.757996,1.303486,-5.960384
2009,61.634596,51.453101,9.823617,3.501296,1.391778,-4.535198
2010,62.150684,51.984290,9.834164,3.486317,1.509353,-4.663440
2011,61.059370,50.148534,9.702904,3.657191,1.647691,-4.096951
2012,57.096196,46.714204,9.824668,3.606566,1.739173,-4.788414
2013,54.868678,43.478899,9.660840,3.907029,1.835442,-4.013531
2014,54.155043,43.634624,9.455590,4.136799,2.011288,-5.083258
2015,56.720529,46.563665,9.493300,4.253293,2.133041,-5.722770
2016,58.421383,47.033814,9.413490,4.532041,2.101207,-4.659170
2017,59.551056,49.424547,9.435642,4.548514,1.886176,-5.743822
2018,60.280284,49.367416,9.365934,4.633533,1.910477,-4.997076
2019,59.440520,49.159852,9.291443,4.643597,1.954933,-5.609305
2020,55.992446,47.106096,9.198004,4.761453,1.967814,-7.040920
2021,56.609334,48.327082,8.969745,4.803345,1.738860,-7.229699
2022,54.516955,45.266093,8.686300,3.993854,1.685021,-5.114312
2023,48.880437,40.337533,8.349193,3.901757,1.651688,-5.359734
2024,47.318719,39.482354,8.341163,4.195788,1.639809,-6.340395
