"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1985,0.631402,,0.623775,0.627391,0.489244,0.489244,0.572692,0.596298,0.587445,0.603770,0.651758,0.609854,,,,,,,,,,,,
1986,0.643193,,0.630034,0.633687,0.479736,0.479736,0.563239,0.585843,0.577364,0.590488,0.636245,0.595052,0.526314,0.503491,0.498475,0.498257,0.494589,0.506502,0.538450,0.540448,0.516534,,,
1987,0.658046,,0.643733,0.646762,0.479581,0.479581,0.562978,0.586098,0.577853,0.592263,0.637070,0.595990,0.526401,0.503551,0.497105,0.496879,0.493056,0.502160,0.536012,0.537897,0.514836,,,
1988,,,0.651353,0.650146,0.472472,0.472472,0.555791,0.583670,0.576768,0.589387,0.634312,0.593200,0.525732,0.503132,0.495651,0.495411,0.491433,0.498730,0.535127,0.536917,0.514516,,,
1989,,,0.644899,0.644110,0.464706,0.464704,0.543321,0.570029,0.564243,0.578040,0.621745,0.579792,0.516412,0.494428,0.486128,0.485898,0.481754,0.487761,0.526310,0.528016,0.505466,,,
1990,0.576988,,0.564930,0.567738,0.450262,0.450262,0.531101,0.559830,0.556391,0.559467,0.602531,0.565493,0.500981,0.478690,0.469849,0.469613,0.465301,0.468872,0.511572,0.513191,0.492910,0.494628,0.489063,0.489358
1991,,,0.542747,0.542483,0.441986,0.441986,0.512346,0.542230,0.535833,0.544158,0.587579,0.546545,0.487327,0.466961,0.458004,0.457806,0.453256,0.458117,0.504097,0.505368,0.485224,0.487933,0.482426,0.482718
1992,,,0.512217,0.512390,0.408618,0.408618,0.466989,0.483749,0.480276,0.486871,0.522584,0.484391,0.432753,0.415908,0.406945,0.406734,0.402047,0.406088,0.455311,0.456186,0.440758,0.444317,0.438965,0.439260
1993,,,0.477907,0.478184,0.395425,0.395425,0.449219,0.464187,0.461157,0.466711,0.496569,0.461968,0.410607,0.394914,0.385980,0.385826,0.381039,0.384145,0.443174,0.444177,0.427110,0.429695,0.424302,0.424594
1994,,,0.470564,0.469917,0.387957,0.387957,0.434505,0.447021,0.443432,0.448833,0.474728,0.439633,0.389232,0.375585,0.366699,0.366550,0.361718,0.365345,0.430735,0.431275,0.415581,0.420869,0.415419,0.415710
1995,,,0.477590,0.477640,0.391267,0.391267,0.439262,0.451716,0.448880,0.452460,0.475528,0.441018,0.375179,0.361369,0.352482,0.352291,0.347478,0.343900,0.429473,0.429749,0.412057,0.418424,0.412950,0.413240
1996,,,0.483030,0.483142,0.395880,0.395880,0.447166,0.459474,0.457204,0.461416,0.484142,0.450711,0.382001,0.366607,0.357902,0.357806,0.352964,0.346424,0.434650,0.435163,0.414643,0.421955,0.416483,0.416771
1997,,,0.478546,0.478612,0.392748,0.392748,0.439853,0.451868,0.450259,0.456250,0.476133,0.444302,0.375495,0.361073,0.352480,0.352422,0.347693,0.340806,0.427663,0.428124,0.411634,0.420371,0.414806,0.415091
1998,,,0.493526,0.493502,0.393389,0.393389,0.444809,0.455435,0.453762,0.457174,0.475564,0.443774,0.372790,0.357328,0.348820,0.348756,0.343764,0.336004,0.421865,0.422255,0.406986,0.416753,0.411273,0.411554
1999,,,0.476154,0.475485,0.393850,0.393850,0.447363,0.458590,0.456821,0.461981,0.480316,0.448272,0.376743,0.359929,0.351428,0.351363,0.346105,0.338605,0.422502,0.422665,0.408249,0.419348,0.413841,0.414115
2000,0.481226,,0.479778,0.479719,0.393765,0.393877,0.446110,0.457495,0.455572,0.461557,0.475869,0.443535,0.373841,0.358313,0.356926,0.356649,0.351108,0.342652,0.422891,0.423642,0.411450,0.423933,0.418240,0.418485
2001,0.491990,,0.491928,0.491944,0.385438,0.385551,0.434339,0.446291,0.444783,0.449842,0.465495,0.433053,0.371600,0.355897,0.356019,0.354625,0.348738,0.338020,0.417512,0.418283,0.403551,0.417499,0.412198,0.412433
2002,,0.465314,0.463789,0.463531,0.385168,0.389638,0.441110,0.454055,0.452742,0.452910,0.468392,0.437180,0.377348,0.360460,0.353722,0.352330,0.345916,0.336032,0.411660,0.412234,0.398278,0.413702,0.408824,0.409066
2003,,,0.452235,0.452083,0.384530,0.389666,0.440838,0.453890,0.452101,0.452387,0.468551,0.437708,0.382380,0.365276,0.362991,0.361752,0.354742,0.342855,0.416114,0.416842,0.400667,0.417464,0.413294,0.413542
2004,,,,0.435037,0.373160,0.378918,0.424808,0.436973,0.435498,0.435998,0.449806,0.419915,0.359337,0.344142,0.342946,0.342005,0.334853,0.328731,0.399463,0.399402,0.385049,0.403992,0.400338,0.400575
2005,,,,,0.370319,0.375763,0.418940,0.431034,0.427949,0.428084,0.441210,0.410474,0.350476,0.337735,0.336168,0.334996,0.327413,0.320474,0.387756,0.388212,0.373931,0.394476,0.393255,0.393486
2006,,,,,,0.371826,0.414783,0.427086,0.423366,0.423783,0.436103,0.406975,0.346873,0.334033,0.330987,0.328445,0.320983,0.314583,0.380646,0.380518,0.364443,0.373920,0.373189,0.373434
2007,,,,,,,0.406920,0.418603,0.416827,0.421251,0.433768,0.406531,0.345586,0.332303,0.329488,0.326911,0.319575,0.312763,0.370938,0.370666,0.357610,0.364614,0.364208,0.364477
2008,,,,,,,,0.410171,0.407353,0.409928,0.420671,0.394584,0.341604,0.330055,0.325830,0.322213,0.315345,0.306928,0.361403,0.361044,0.349268,0.354504,0.354285,0.354521
