"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.085800,0.017300,
1962,,,,0.108200,0.004000,
1963,,,,0.113300,0.022500,
1964,,,,0.122300,0.021500,
1965,,,,0.123200,0.023300,0.000900
1966,,,,0.135200,0.013800,0.006900
1967,,,,0.159500,0.025200,0.007000
1968,,,,0.161100,0.039000,0.012300
1969,,,,0.175300,0.049300,0.009700
1970,,,,0.190100,0.071100,0.006300
1971,,,,0.199200,0.102600,0.009600
1972,,,,0.220400,0.079900,0.010700
1973,,,,0.252200,0.067500,0.035500
1974,,,,0.294100,0.092700,0.033000
1975,,,,0.299200,0.120500,0.024800
1976,,,,0.281000,0.122400,0.017600
1977,,,,0.308000,0.094500,0.014800
1978,,,,0.355000,0.106800,0.012900
1979,,,,0.375000,0.074800,0.017600
1980,,,,0.400000,0.090300,0.030000
1981,,,,0.347000,0.155200,0.024500
1982,,,,0.375000,0.074200,0.013300
1983,,,,0.389000,0.091200,0.032500
1984,,,,0.359000,0.110400,0.041200
1985,0.396186,0.116400,0.035790,0.381000,0.114600,0.034900
1986,0.382730,0.124300,0.028790,0.368000,0.122000,0.027700
1987,0.380880,0.137000,0.032400,0.365000,0.134500,0.030700
1988,0.339402,0.170300,0.041500,0.326000,0.168000,0.040000
1989,0.448800,0.115300,0.047400,0.435000,0.113000,0.046000
1990,0.394300,0.057300,0.056400,0.381000,0.055000,0.055000
1991,0.363800,0.058300,0.073400,0.350000,0.056000,0.076000
1992,0.389800,0.077640,0.096080,0.376000,0.073900,0.089570
1993,0.396600,0.066810,0.141050,0.380300,0.060715,0.133553
1994,0.457300,0.046100,0.151600,0.445400,0.039000,0.145500
1995,0.492500,0.209890,0.158700,0.468000,0.077900,0.137000
1996,0.606095,0.170100,0.194400,0.447000,0.055100,0.173000
1997,0.670665,0.164000,0.213100,0.498000,0.089600,0.184000
1998,0.672796,0.210600,0.269000,0.508000,0.191100,0.249600
1999,0.692843,0.178990,0.241300,0.519800,0.163300,0.221900
2000,0.738631,0.250800,0.306100,0.549500,0.243700,0.287000
2001,0.748139,0.303000,0.348000,0.550000,0.294000,0.324000
2002,0.789803,0.436390,0.338550,0.563000,0.425390,0.313550
2003,0.786820,0.391000,0.381000,0.562000,0.381000,0.353000
2004,0.887828,0.385000,0.350000,0.597300,0.373000,0.319000
2005,0.917564,0.474000,0.487420,0.636000,0.463000,0.455420
2006,1.277920,0.410000,0.375070,0.678000,0.401000,0.345075
2007,1.380078,0.513000,0.410200,0.729000,0.502000,0.381000
2008,1.391017,0.345200,0.396240,0.744600,0.337700,0.378500
2009,0.935064,0.402060,0.338500,0.227300,0.393057,0.318808
2010,1.252326,0.441280,0.902110,0.644219,0.414753,0.532515
2011,0.825374,0.433450,0.437270,0.449188,0.412336,0.400575
2012,0.728002,0.426270,0.379700,0.433133,0.405158,0.356929
2013,0.523739,0.543898,0.405897,0.335754,0.539771,0.432503
2014,0.725878,0.605235,0.538174,0.578217,0.548376,0.510500
2015,0.646602,0.610009,0.589701,0.755579,0.529515,0.558963
2016,0.607994,0.716584,0.645065,0.813515,0.662796,0.610345
2017,1.097815,0.671860,0.784890,1.056613,0.579856,0.754476
2018,1.684172,0.729063,0.749113,1.166711,0.703887,0.749113
2019,1.611958,1.080146,1.166028,1.208119,0.627308,0.822332
2020,1.565374,1.050679,1.744123,1.153156,0.709745,0.966957
2021,1.797612,0.637903,0.900658,1.283620,0.615705,0.877167
2022,1.781680,0.662008,0.882252,1.152765,0.701980,0.972502
2023,,,,1.152765,0.731632,0.972502
