"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1998,,,57.083334,57.227635,57.346528,57.567342,56.952341,56.374882,56.249453,54.884592,55.766396,56.872067,55.487184,55.502555,55.647420,55.651791,55.654928,55.764091,55.538770,55.538808,55.688023,55.610717,55.610713
1999,,,56.989008,57.203289,57.317583,57.522826,56.916203,56.684212,56.538571,55.159793,56.064556,57.390573,56.028821,56.044699,56.171815,56.175745,56.177643,56.297475,56.075161,56.075199,56.217646,55.967334,55.967354
2000,56.068128,,54.535209,55.191733,55.297222,55.511867,54.801805,54.537177,54.412811,52.912815,53.657807,54.269062,52.356092,52.371368,52.519923,52.523634,52.524446,52.621061,52.406127,52.406167,52.547003,52.266555,52.266540
2001,56.109797,,56.110544,56.697198,56.792091,57.011034,56.287707,56.316656,56.135007,54.758131,55.415139,55.721149,54.265190,54.282130,54.389185,54.393096,54.390202,54.501015,54.261289,54.261329,54.402102,54.103213,54.103193
2002,,54.582665,54.805833,55.383806,55.477300,55.491810,55.165990,54.805002,54.609458,53.053299,53.851249,54.762134,53.339542,53.356475,53.373546,53.377204,53.382048,53.446087,53.284385,53.284424,53.365757,53.104289,53.104284
2003,,,57.592306,58.478943,58.578634,58.734993,58.250629,57.778174,57.591017,56.271640,57.162743,57.544646,56.138823,56.157414,56.160447,56.163221,56.165612,56.242174,56.044853,56.044891,56.149463,55.882559,55.882578
2004,,,,56.713178,56.808108,56.835723,56.332556,55.886327,55.677817,54.088485,55.103579,55.535596,54.486115,54.504454,54.505598,54.506907,54.508576,54.621872,54.291186,54.288654,54.410826,54.126791,54.126800
2005,,,,,58.118897,57.885619,57.322576,56.573292,56.363103,54.543559,54.318464,55.281845,54.009349,54.028641,54.123788,54.114256,54.119639,54.209754,53.923989,53.922439,54.046894,53.771401,53.771426
2006,,,,,,56.551063,55.919674,55.406487,55.195186,53.479135,53.555445,54.883850,53.335488,53.353359,53.448242,53.390958,53.396206,53.524292,53.287218,53.278854,53.355430,53.157765,53.157766
2007,,,,,,,53.766334,53.507961,53.262564,51.515212,51.774585,53.189667,51.903603,51.920406,51.953751,51.947117,51.952688,52.090800,52.002395,52.002422,52.080103,51.881401,51.881393
2008,,,,,,,,52.392795,52.246094,50.580943,50.822707,52.252445,51.289664,51.306340,51.337568,51.329619,51.335377,51.432550,51.205757,51.205784,51.283982,51.124660,51.124676
2009,,,,,,,,,47.368255,45.653649,46.113108,47.571319,46.531514,46.545882,46.638857,46.630614,46.638080,46.653453,46.460181,46.453577,46.531769,46.424439,46.424468
2010,,,,,,,,,,46.089109,46.304873,48.160735,46.949875,46.912931,46.959451,46.858126,46.866317,46.878919,46.953151,46.953066,46.971794,46.852962,46.852977
2011,,,,,,,,,,,44.650584,46.439083,45.261694,45.062810,45.162697,45.153715,45.160488,45.078290,45.043303,45.043279,45.105074,44.983415,44.983416
2012,,,,,,,,,,,,42.854082,41.890227,41.865334,41.935499,41.937732,41.945114,41.919287,41.951563,41.951527,42.012767,41.889183,41.889197
2013,,,,,,,,,,,,,39.676648,39.637932,39.552449,39.531760,39.540975,39.513732,39.489567,39.510897,39.568965,39.360819,39.360821
2014,,,,,,,,,,,,,,38.803856,39.220800,39.183660,39.192147,39.146903,39.084405,39.136118,39.198050,39.023239,39.023225
2015,,,,,,,,,,,,,,,41.623226,41.676500,41.685856,41.555856,41.592577,41.631212,41.695146,41.527822,41.527806
2016,,,,,,,,,,,,,,,,42.881403,42.734451,42.644550,42.408927,42.449989,42.515405,42.361346,42.361322
2017,,,,,,,,,,,,,,,,,44.299877,44.193867,44.038104,44.101057,44.165998,43.994186,43.994167
2018,,,,,,,,,,,,,,,,,,43.974268,43.846006,43.901352,43.972275,43.799193,43.789213
2019,,,,,,,,,,,,,,,,,,,43.661079,43.811226,43.886969,43.728713,43.721936
2020,,,,,,,,,,,,,,,,,,,,41.900203,41.968052,41.719622,41.717150
2021,,,,,,,,,,,,,,,,,,,,,43.420039,43.170351,43.165745
2022,,,,,,,,,,,,,,,,,,,,,,41.294687,41.280920
2023,,,,,,,,,,,,,,,,,,,,,,,36.744261
