"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1985,80.660209,,80.079054,80.497973,80.701942,80.759804,79.477216,79.966761,79.668989,76.006699,76.507884,76.453919,,,,,,,,,,,
1986,78.962756,,78.837310,79.257804,79.458640,79.510442,78.242723,78.125750,77.811982,74.247821,74.772063,74.723765,73.973774,73.989018,74.164163,74.169631,74.167087,74.320141,74.118312,74.118347,74.260267,,
1987,79.089283,,78.974253,79.391192,79.584316,79.631158,78.370247,78.303118,77.999386,74.872838,75.389893,75.336001,74.557127,74.572317,74.869422,74.875017,74.872614,75.044664,74.893936,74.893971,74.990603,,
1988,,,75.008680,75.281122,75.473931,75.519402,74.356291,74.164700,73.842023,70.809913,71.323491,71.279973,70.564568,70.579547,71.044120,71.050402,71.046505,71.134738,70.837500,70.837535,71.090939,,
1989,,,72.863949,73.137538,73.333650,73.371215,72.210348,72.011548,71.717573,69.122859,69.662234,69.647242,68.587651,68.602901,69.109649,69.116639,69.109328,69.171678,69.077318,69.077354,69.137442,,
1990,67.547111,,67.577868,67.844515,68.023790,68.058452,67.194045,67.081716,66.813527,64.422423,65.071683,66.222348,64.487565,64.502198,64.765662,64.771102,64.758201,64.810270,64.629895,64.629931,64.781221,64.809071,64.809046
1991,,,65.463852,65.765219,65.940270,65.968493,65.416857,65.278603,65.140525,63.493841,64.305356,64.519107,63.103038,63.117355,63.354798,63.359959,63.359370,63.398022,63.302035,63.302068,63.347758,63.448330,63.448354
1992,,,59.577745,59.982664,60.151628,60.176043,59.800781,59.492574,59.398965,57.939244,58.675590,57.992403,56.694494,56.706921,56.925467,56.929468,56.936659,56.966389,56.659325,56.659359,56.922545,56.833228,56.833222
1993,,,60.042540,60.493249,60.654588,60.676029,60.211009,59.986256,59.849143,58.064268,58.848552,58.751784,57.493953,57.507314,57.705474,57.708088,57.718461,57.844206,57.625922,57.625955,57.795094,57.206304,57.206316
1994,,,58.553411,59.009103,59.164723,59.185365,58.636721,58.439795,58.350861,56.322304,57.004714,56.601100,55.061582,55.075008,55.268265,55.272155,55.283848,55.406923,55.245335,55.245373,55.347811,55.317802,55.317815
1995,,,57.807375,58.282375,58.441864,58.461994,57.917838,57.522879,57.452000,55.487796,56.283683,56.470153,54.674007,54.688535,54.851618,54.854455,54.864864,54.978252,54.704327,54.704364,54.914161,54.756161,54.756149
1996,,,59.135758,59.658547,59.801677,59.821464,59.216871,59.046719,58.983895,57.153666,57.947098,58.260089,56.470956,56.487103,56.622575,56.627045,56.634308,56.759397,56.553324,56.553362,56.686691,56.590948,56.590962
1997,,,57.398644,57.940489,58.069375,58.088719,57.507388,57.179120,57.091932,55.870199,56.772950,57.201420,55.668324,55.683641,55.814450,55.818315,55.832520,55.925082,55.762245,55.762282,55.850439,55.794407,55.794424
