"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.700600,0.679000,0.007600
1962,,,,0.807300,0.740400,0.017700
1963,,,,0.848100,0.777700,0.037000
1964,,,,0.860800,0.818400,0.033000
1965,,,,0.877300,0.868000,0.010200
1966,,,,0.934700,0.872800,0.138100
1967,,,,0.887100,1.008100,0.272400
1968,,,,0.846300,1.079700,0.170300
1969,,,,0.961300,1.043400,0.206900
1970,,,,0.943300,1.092000,0.268300
1971,,,,0.882100,1.258200,0.233400
1972,,,,0.909600,1.040900,0.282000
1973,,,,1.053100,1.053100,0.337000
1974,,,,1.056600,1.161500,0.279000
1975,,,,1.078800,1.248200,0.217100
1976,,,,1.013000,0.900700,0.327500
1977,,,,1.230000,1.040200,0.262700
1978,,,,1.292000,1.222800,0.251600
1979,,,,1.253000,0.942600,0.106400
1980,,,,1.323000,0.849300,0.073700
1981,,,,1.327000,0.763800,0.044400
1982,,,,1.127000,0.657400,0.103100
1983,,,,1.204000,0.731700,0.130600
1984,,,,1.322000,0.828200,0.097100
1985,1.269000,0.976700,0.072900,1.284000,0.976700,0.072900
1986,1.265000,0.912900,0.076700,1.277000,0.912900,0.076700
1987,1.216000,0.819900,0.136500,1.225000,0.819900,0.136500
1988,1.230000,0.918000,0.121000,1.236500,0.918000,0.101000
1989,1.250000,0.926000,0.100000,1.253250,0.912000,0.101000
1990,1.098000,0.727000,0.112000,1.098000,0.715000,0.101000
1991,0.936000,0.438000,0.075000,0.936000,0.426000,0.101000
1992,0.667000,0.606600,0.244290,0.667000,0.594600,0.262896
1993,0.480000,0.634900,0.159690,0.480000,0.634900,0.157471
1994,0.417000,0.826200,0.165800,0.417000,0.830800,0.165800
1995,0.507174,0.809700,0.149190,0.230000,0.808600,0.149200
1996,0.631208,0.825000,0.165900,0.285000,0.825000,0.165900
1997,0.707307,0.698000,0.184300,0.317000,0.728000,0.184000
1998,0.766987,0.722400,0.286900,0.346700,0.722300,0.286800
1999,0.703964,0.852100,0.303000,0.308000,0.852100,0.303000
2000,0.694706,1.139300,0.305090,0.291200,1.139300,0.305100
2001,0.612825,1.049000,0.264000,0.264000,1.049000,0.264000
2002,0.487358,1.227000,0.286000,0.293000,1.227000,0.286000
2003,0.525912,1.121000,0.277000,0.299000,1.121000,0.277000
2004,0.422725,1.138000,0.207000,0.204800,1.138000,0.207000
2005,0.464695,0.985000,0.187000,0.215000,0.985000,0.187000
2006,0.424088,0.852000,0.172000,0.186000,0.852000,0.172000
2007,0.469025,0.791000,0.160000,0.235000,0.791000,0.160000
2008,0.497151,0.374300,0.151050,0.207100,0.374300,0.151050
2009,0.516199,0.524340,0.159960,0.102300,0.524340,0.159969
2010,0.413888,0.461340,0.210140,0.158024,0.461345,0.210140
2011,0.449607,0.497240,0.251900,0.242597,0.497244,0.251902
2012,0.537268,0.403770,0.315940,0.333760,0.396617,0.315943
2013,0.516339,0.348424,0.248828,0.241072,0.397424,0.248828
2014,0.551446,0.502305,0.268995,0.270392,0.524700,0.207000
2015,0.487496,0.674334,0.248137,0.487496,0.605986,0.184692
2016,0.517723,0.718268,0.196801,0.517723,0.718268,0.196801
2017,0.515048,0.688272,0.187341,0.515048,0.688272,0.187341
2018,0.512610,0.796298,0.182352,0.512610,0.796298,0.182352
2019,0.493462,0.906166,0.269123,0.493462,0.906166,0.206150
2020,0.400310,0.844897,0.283157,0.400310,0.844897,0.283157
2021,0.442957,0.858440,0.205106,0.442957,0.858440,0.205106
2022,0.498400,0.762086,0.214498,0.400310,0.844897,0.283157
2023,,,,0.400310,0.844897,0.283157
