"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1985,-1.462796,,-1.462796,-0.885069,-1.455776,-2.909490,-1.525119,-0.115710,-0.085988,-0.104619,-1.071153,-1.051852,,,,,,,,,,,
1986,-1.136611,,-1.136611,-3.560820,-3.846673,-4.011406,-4.555672,-3.086949,-3.038463,-3.050171,-3.241710,-3.220572,-3.572893,-2.379285,-2.465931,-2.414997,-2.414957,-2.449845,-2.461218,-3.137942,-3.135406,,
1987,-1.445394,,-1.445394,-3.863071,-4.148924,-5.483044,-4.806151,-3.507357,-3.473810,-3.471642,-3.604466,-3.581849,-4.027245,-2.842100,-2.968604,-2.891910,-2.891828,-2.871117,-2.908903,-3.617568,-3.643944,,
1988,,,-0.392631,-3.901070,-4.471776,-5.814697,-5.963272,-4.496872,-4.460989,-4.458385,-3.939897,-3.915269,-4.175961,-3.062499,-3.231895,-3.127332,-3.127232,-3.119607,-3.159340,-3.805961,-3.888487,,
1989,,,-0.251681,-2.438882,-3.009589,-4.824066,-5.063255,-3.709191,-3.670973,-3.667978,-2.711296,-2.684620,-2.976694,-2.005433,-2.211577,-2.083574,-2.083470,-2.095058,-2.134752,-2.697284,-2.878159,,
1990,-2.370502,,-2.370502,-3.849548,-3.906918,-5.922743,-4.238935,-2.038409,-1.991298,-1.988400,-2.064535,-2.034813,-3.371131,-2.494843,-2.733684,-2.584359,-2.584243,-2.679487,-2.738197,-3.161765,-3.416980,-3.345412,-3.343014
1991,,,-1.536671,-4.203118,-4.316859,-6.006845,-4.771477,-2.335322,-2.292890,-2.301510,-2.508829,-2.476911,-2.643211,-1.856872,-2.127562,-1.958021,-1.957876,-2.111317,-2.567921,-2.436402,-2.567140,-2.539413,-2.507681
1992,,,-2.289681,-5.477053,-5.248570,-7.413698,-5.751677,-3.405912,-3.358755,-3.365459,-3.337269,-3.302479,-3.146601,-2.518687,-2.823295,-2.631778,-2.631621,-2.788598,-3.291244,-3.016036,-3.136171,-3.062294,-3.034556
1993,,,-3.320113,-5.835538,-6.882211,-8.100522,-8.522213,-5.369513,-5.318666,-5.339324,-5.108148,-5.069182,-5.637468,-4.910123,-5.229745,-5.044849,-5.028846,-5.257994,-5.416567,-5.637715,-5.826267,-5.678661,-5.672854
1994,,,-5.417430,-6.650176,-7.389569,-9.818179,-8.961436,-5.840692,-5.789666,-5.809349,-5.560157,-5.516518,-6.208409,-5.717026,-6.049943,-5.840586,-5.840442,-6.081838,-6.282052,-6.309012,-6.477050,-6.296630,-6.291103
1995,,,-5.321444,-8.072199,-7.941882,-10.160318,-8.642725,-5.882259,-5.825363,-5.845080,-5.625697,-5.577981,-5.977981,-5.417519,-5.770076,-5.547367,-5.547226,-5.863926,-6.168919,-6.105497,-6.419798,-6.314994,-6.310125
1996,,,-4.735361,-5.124978,-3.754082,-5.927863,-3.494620,-1.972017,-1.912870,-1.932243,-1.743252,-1.692707,-2.148378,-1.697381,-2.081290,-1.837704,-1.825573,-2.148507,-2.466965,-2.280896,-2.745500,-2.671158,-2.661539
1997,,,-4.970830,-4.705498,-3.735196,-5.738894,-3.535013,-2.143888,-2.084630,-2.105290,-2.008711,-1.954972,-2.666786,-2.015001,-2.438497,-2.168756,-2.153478,-2.510051,-2.734755,-2.741697,-3.211419,-3.124714,-3.120892
1998,,,-4.989616,-5.186747,-5.261108,-7.082627,-5.771974,-3.168680,-3.116940,-3.139925,-3.241765,-3.184884,-3.777086,-3.273069,-3.735628,-3.440792,-3.432222,-3.741510,-3.950392,-3.899273,-4.282383,-4.229940,-4.217651
1999,,,-4.775812,-1.552422,-1.819898,-3.201821,-2.505676,-1.531541,-1.483582,-1.511081,-1.690532,-1.630968,-1.646428,-1.038308,-1.542359,-1.220664,-1.214828,-1.554293,-2.008177,-1.775036,-2.052906,-2.011177,-1.977407
2000,-4.376564,,-4.376564,-3.248594,-1.898248,1.743117,-0.856956,-0.482353,-0.428157,-0.455193,-0.757212,-0.695300,-0.954199,-0.307066,-0.857839,-0.505430,-0.502921,-0.764149,-1.147061,-0.938795,-1.172031,-1.146575,-1.123447
