"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2001,-4.541708,,-4.541708,-4.481211,-3.512000,-2.365310,-2.587936,-1.828369,-1.768947,-1.831109,-2.262777,-2.195496,-2.544250,-1.862075,-2.475834,-2.082437,-2.076435,-2.395888,-2.718421,-2.631889,-2.828687,-2.788243,-2.759987
2002,,-2.359075,-2.365847,-4.583258,-3.127686,-4.549418,-1.782533,-1.060024,-0.967809,-1.066006,-1.755795,-1.683612,-1.885347,-1.217835,-1.902726,-1.463000,-1.461281,-1.808010,-2.222198,-2.005168,-2.126822,-2.100664,-2.065590
2003,,,-3.964566,-4.866965,-4.803918,-6.203779,-4.517625,-3.168390,-3.129831,-3.259100,-3.914908,-3.837586,-4.218147,-3.704236,-4.446690,-3.970510,-3.968755,-4.281145,-4.454657,-4.403424,-4.494988,-4.470479,-4.443116
2004,,,,-5.547082,-4.469805,-5.313282,-4.229254,-2.181651,-2.187083,-2.346775,-2.958871,-2.876746,-3.245885,-2.767637,-3.546166,-3.047390,-3.046903,-3.334355,-3.512117,-3.411544,-3.518239,-3.499400,-3.477883
2005,,,,,-4.505164,-7.286555,-4.645359,-4.193841,-4.292968,-4.484741,-5.217609,-5.133411,-5.682267,-5.172587,-5.949882,-5.452348,-5.450471,-5.758331,-5.900424,-5.962017,-6.068262,-6.048041,-6.024393
2006,,,,,,-5.938564,-4.137853,-2.220876,-2.344242,-2.378865,-3.246264,-3.159025,-3.491473,-2.887047,-3.693599,-3.175751,-3.173881,-3.504024,-3.726952,-3.688808,-4.100579,-4.098653,-4.067737
2007,,,,,,,-4.164603,-2.496343,-2.753748,-2.748212,-3.659929,-3.569034,-3.824835,-3.223428,-4.083829,-3.532632,-3.530651,-3.850072,-4.128157,-4.020437,-4.451501,-4.413457,-4.376624
2008,,,,,,,,-3.684732,-3.988494,-4.257713,-4.889327,-4.795558,-5.196781,-4.827259,-5.683745,-5.138468,-5.141672,-5.564489,-5.965532,-5.672210,-6.113907,-6.098547,-6.071615
2009,,,,,,,,,-3.072026,-3.369650,-4.052548,-3.955495,-3.880868,-3.412220,-4.251928,-3.715753,-3.711498,-4.050860,-4.499697,-4.266918,-4.677341,-4.646569,-4.607182
2010,,,,,,,,,,-3.422888,-4.144580,-4.045389,-4.086110,-3.771016,-4.612015,-4.077914,-4.077723,-4.379791,-4.610912,-4.473871,-4.872231,-4.824545,-4.679574
2011,,,,,,,,,,,-3.864303,-3.766816,-3.773009,-3.417146,-4.234119,-3.720963,-3.721057,-3.998176,-4.329473,-4.156589,-4.246359,-4.226607,-4.193124
2012,,,,,,,,,,,,-4.530703,-4.419812,-4.187702,-4.976090,-4.497083,-4.496627,-4.761983,-5.184291,-4.702331,-4.857243,-4.830796,-4.769861
2013,,,,,,,,,,,,,-3.503970,-3.161610,-3.937960,-3.443670,-3.444079,-3.754897,-4.092896,-3.911777,-4.117679,-4.096184,-4.076601
2014,,,,,,,,,,,,,,-4.666266,-5.433887,-4.942007,-4.942292,-5.221221,-5.443829,-4.959175,-5.158399,-5.131935,-5.115091
2015,,,,,,,,,,,,,,,-6.582842,-5.433167,-5.434183,-5.798167,-5.948025,-5.732390,-5.747206,-5.725941,-5.718544
2016,,,,,,,,,,,,,,,,-4.328508,-4.363284,-4.581970,-4.709069,-4.550926,-4.601367,-4.573407,-4.580607
2017,,,,,,,,,,,,,,,,,-5.515216,-5.243044,-5.448666,-5.188667,-5.423271,-5.394632,-5.378691
2018,,,,,,,,,,,,,,,,,,-4.711305,-4.710648,-4.474708,-4.852444,-4.825143,-4.832076
2019,,,,,,,,,,,,,,,,,,,-5.629157,-4.968638,-5.440177,-5.414769,-5.422569
2020,,,,,,,,,,,,,,,,,,,,-6.871688,-7.151890,-7.129351,-7.125706
2021,,,,,,,,,,,,,,,,,,,,,-7.240663,-7.221763,-7.223265
2022,,,,,,,,,,,,,,,,,,,,,,-6.919738,-6.918278
2023,,,,,,,,,,,,,,,,,,,,,,,-5.859536
