"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,91.673305,69.480352,11.386409,9.968557,4.095155,-3.257168
1991,86.312426,68.137801,7.851228,8.537602,4.192314,-2.406519
1992,75.786374,60.946827,6.212630,7.315015,4.252090,-2.940189
1993,73.663019,61.470121,7.007870,6.422089,4.318697,-5.555758
1994,72.544856,59.704564,8.428736,6.238814,4.366687,-6.193944
1995,71.331453,59.089340,8.065519,5.961249,4.422960,-6.207615
1996,77.226649,61.014795,8.360316,5.968135,4.445109,-2.561706
1997,75.359629,60.200080,7.737909,5.928220,4.507213,-3.013793
1998,73.790151,59.875952,7.330093,6.096519,4.569437,-4.081850
1999,76.337290,60.177132,7.197146,6.162733,4.647896,-1.847617
2000,74.385908,56.585572,7.979551,6.052805,4.737938,-0.969958
2001,74.578015,58.358968,7.888837,6.192802,4.756766,-2.619358
2002,73.678210,57.141901,7.375118,6.212240,4.874865,-1.925914
2003,74.271431,60.008732,7.539495,6.062220,4.974098,-4.313113
2004,74.116106,58.029668,8.209248,6.286057,4.951201,-3.360069
2005,71.505583,57.515983,8.905416,5.985077,4.977906,-5.878799
2006,71.940789,56.477067,8.554279,5.928855,4.933742,-3.953155
2007,69.974992,54.962883,8.416115,5.908717,4.929168,-4.241891
2008,66.209184,54.054028,7.334889,5.918625,4.862025,-5.960384
2009,61.634596,49.348029,6.371081,5.587987,4.862697,-4.535198
2010,62.150684,49.857957,6.578697,5.518972,4.858498,-4.663440
2011,61.059370,48.028632,6.757893,5.701544,4.668251,-4.096951
2012,57.096196,44.927750,6.484861,5.756618,4.715382,-4.788414
2013,54.868678,42.405206,5.868825,6.112995,4.495184,-4.013531
2014,54.155043,41.907308,6.589013,6.337802,4.404178,-5.083258
2015,56.720529,44.477159,7.132820,6.549813,4.283507,-5.722770
2016,58.421383,45.310002,6.732611,6.859917,4.178023,-4.659170
2017,59.551056,46.986029,7.248198,6.864667,4.195985,-5.743822
2018,60.280284,46.697045,7.486499,6.912319,4.181498,-4.997076
2019,59.440520,46.591137,7.384449,6.901659,4.172579,-5.609305
2020,55.992446,44.429601,7.380222,7.098059,4.125485,-7.040920
2021,56.609334,45.688724,6.944293,7.116182,4.089834,-7.229699
2022,54.516955,43.616559,5.754405,6.182446,4.077858,-5.114312
2023,48.880437,38.834387,5.356162,6.013509,4.036113,-5.359734
2024,47.318719,38.039858,5.311346,6.304546,4.003364,-6.340395
