"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.679000,0.017300,0.136000,1.594300
1962,0.740400,0.004000,0.132600,1.628800
1963,0.777700,0.022500,0.157200,1.661800
1964,0.818400,0.021500,0.211200,2.123500
1965,0.868000,0.023300,0.285000,1.977100
1966,0.872800,0.013800,0.262400,1.824000
1967,1.008100,0.025200,0.267600,1.705100
1968,1.079700,0.039000,0.281600,1.860900
1969,1.043400,0.049300,0.363600,1.767500
1970,1.092000,0.071100,0.498200,1.682500
1971,1.258200,0.102600,0.471400,1.849200
1972,1.040900,0.079900,0.504200,1.588700
1973,1.053100,0.067500,0.530000,1.926700
1974,1.161500,0.092700,0.613400,1.965500
1975,1.248200,0.120500,0.610400,1.702000
1976,0.900700,0.122400,0.601400,1.636500
1977,1.040200,0.094500,0.624200,1.851100
1978,1.222800,0.106800,0.578400,2.031100
1979,0.942600,0.074800,0.557400,1.489900
1980,0.849300,0.090300,0.628000,1.562700
1981,0.763800,0.155200,0.592800,1.567700
1982,0.657400,0.074200,0.554400,0.963100
1983,0.731700,0.091200,0.678000,1.293200
1984,0.828200,0.110400,0.575000,1.280000
1985,0.976700,0.114600,0.547000,1.111300
1986,0.912900,0.122000,0.574400,1.180600
1987,0.819900,0.134500,0.548400,1.218400
1988,0.918000,0.168000,0.550000,1.217400
1989,0.912000,0.113000,0.530000,1.223400
1990,0.715000,0.055000,0.519200,0.212043
1991,0.426000,0.056000,0.460000,0.708695
1992,0.594600,0.073900,0.282956,0.032079
1993,0.634900,0.060715,0.417442,0.363106
1994,0.830800,0.039000,0.580000,0.141700
1995,0.808600,0.077900,0.533000,0.240000
1996,0.825000,0.055100,0.576000,0.218600
1997,0.728000,0.089600,0.726000,0.258600
1998,0.722300,0.191100,0.840000,0.320700
1999,0.852100,0.163300,0.871200,0.361200
2000,1.139300,0.243700,0.990600,0.353700
2001,1.049000,0.294000,1.082000,0.317000
2002,1.227000,0.425390,0.863660,0.332000
2003,1.121000,0.381000,1.236000,0.530000
2004,1.138000,0.373000,1.328000,0.589000
2005,0.985000,0.463000,1.378702,0.350000
2006,0.852000,0.401000,1.458000,0.357000
2007,0.791000,0.502000,1.616000,0.496000
2008,0.374300,0.337700,1.705200,0.290300
2009,0.524340,0.393057,1.394534,0.284109
2010,0.461345,0.414753,1.599876,0.509449
2011,0.497244,0.412336,1.532394,0.328224
2012,0.396617,0.405158,1.556648,0.276411
2013,0.397424,0.539771,1.556270,0.284365
2014,0.524700,0.548376,1.620814,0.314894
2015,0.605986,0.529515,1.636964,0.430837
2016,0.718268,0.662796,1.666442,0.480789
2017,0.688272,0.579856,1.732686,0.393688
2018,0.796298,0.703887,1.701778,0.500019
2019,0.906166,0.627308,1.725494,0.322111
2020,0.844897,0.709745,1.681876,0.286454
2021,0.858440,0.615705,1.832948,0.293119
2022,0.844897,0.701980,1.732710,0.286454
2023,0.844897,0.731632,1.725918,0.286454
