"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,30.703246,13.766300,7.565982,4.525701,4.809693,0.035570,,
1991,23.244342,8.772119,6.480130,3.477172,4.514921,,,
1992,19.349446,8.053842,3.860658,2.837757,4.597189,,,
1993,15.645307,5.356681,2.975777,2.330418,4.982431,,,
1994,10.212632,4.087817,2.153334,1.655183,2.316299,,,
1995,7.557531,4.352012,0.987303,1.076170,1.142045,,,
1996,7.285193,2.048362,1.215797,2.739401,1.193138,0.088495,,
1997,6.125781,1.772576,0.817307,2.241117,1.210373,0.084408,,
1998,5.310190,1.796856,0.522019,1.455773,1.455220,0.080322,,
1999,4.565334,1.616939,0.291733,1.291844,1.288583,0.076235,,
2000,4.814368,1.602590,0.688551,1.074764,1.396561,0.051903,,
2001,3.597668,1.037219,0.324320,1.223446,0.985112,0.027571,,
2002,3.178993,0.764188,0.266361,1.282488,0.842887,0.023069,,
2003,3.330543,0.870799,0.245945,1.311188,0.876446,0.026164,,
2004,3.662536,1.098061,0.258881,1.273849,1.001080,0.030665,,
2005,4.390511,1.344546,0.302842,1.591507,1.129925,0.021691,,
2006,4.754902,1.522927,0.424516,1.654227,1.140517,0.012716,,
2007,5.333257,1.429854,0.483151,2.067335,1.306544,0.046372,,
2008,5.100329,1.156294,0.627668,1.772185,1.425752,0.118430,,
2009,5.524545,1.309614,0.637583,2.155304,1.245751,0.176293,,
2010,5.940312,0.693473,0.798727,2.437928,1.761443,0.248740,,
2011,7.206977,1.365065,1.159677,2.565251,2.024138,0.092846,,
2012,7.514982,1.425822,1.520390,2.677881,1.886726,0.004162,,
2013,7.764266,0.994148,1.921622,3.196931,1.651564,,,
2014,8.417030,1.131463,1.814129,3.599719,1.871720,,,
2015,9.094592,1.286087,1.856167,3.944344,2.007993,,,
2016,9.391437,1.078203,1.660291,4.434388,2.218556,,,
2017,9.292441,1.117224,1.782549,3.961935,2.430733,,,
2018,9.102496,1.029404,1.890581,3.854385,2.328127,,,
2019,9.664436,1.371277,1.695322,3.997952,2.599884,,,
2020,9.444189,1.245076,1.592338,3.859249,2.747527,,,
2021,10.013776,1.004070,1.640875,4.256228,3.112604,,,
2022,11.148148,1.524341,1.794974,4.499805,3.329027,,,
