"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-6.904235,-1.730007,0.438900,0.015767,0,0,0,0
1991,-6.942777,-1.469637,0.816200,0.015767,0,0,0,0
1992,-7.073701,-1.430367,0.816200,0.015767,0,0,0,0
1993,-6.963529,-1.326930,0.816200,0.015767,0,0,0,0
1994,-6.941291,-1.043093,0.816200,0.015767,0,0,0,0
1995,-7.020160,-1.044890,0.816200,0.015767,0,0,0,0
1996,-6.954695,-0.974820,0.816200,0.015767,0,0,0,0
1997,-7.149526,-0.960117,0.816200,0.015767,0,0,0,0
1998,-6.736127,-0.885280,0.796033,0.015767,0,0,0,0
1999,-6.791194,-0.885610,0.796033,0.015767,0,0,0,0
2000,-6.734310,-0.815540,0.796033,0.015767,0,0,0,0
2001,-6.853605,-0.891037,0.796033,0.015767,0,0,0,0
2002,-6.664890,-0.855800,0.796033,0.015767,0,0,0,0
2003,-6.526174,-0.872997,0.796033,0.015767,0,0,0,0
2004,-6.387947,-0.870760,0.765233,0.015767,0,0,0,0
2005,-5.986149,-0.805457,0.765233,0.015767,0,0,0,0
2006,-6.511016,-1.058787,0.765233,0.015767,0,0,0,0
2007,-5.910760,-1.058750,0.765233,0.015767,0,0,0,0
2008,-6.042051,-1.099413,0.765233,0.015767,0,0,0,0
2009,-5.859726,-0.961510,0.765233,0.015767,0,0,0,0
2010,-6.066094,-0.535773,0.765233,0.015767,0,0,0,0
2011,-5.323917,-0.471937,0.765233,0.015767,0,0,0,0
2012,-6.655702,-0.421667,0.765233,0.015767,0,0,0,0
2013,-6.207413,-0.282663,0.765233,0.015767,0,0,0,0
2014,-6.290200,-0.218460,0.765233,0.015767,0,0,0,0
2015,-6.211620,-0.251057,0.765233,0.015767,0,0,0,0
2016,-6.380298,-0.235620,0.765233,0.015767,0,0,0,0
2017,-6.192663,-0.213217,0.765233,0.020057,0,0,0,0
2018,-6.440248,-0.180547,0.765233,0.024127,0,0,0,0
2019,-6.414789,-0.132477,0.765233,0.035347,0,0,0,0
2020,-6.426524,-0.021707,0.765233,0.038867,0,0,0,0
2021,-6.836573,0.038903,0.765233,0.037583,0,0,0,0
2022,-6.688273,0.101713,0.765233,0.026070,0,0,0,0
