"Year","Emissions","Intensity","Crisis1","Crisis2","Crisis3","Crisis4","Crisis5","Crisis6"
1959,8.854662,"NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1960,9.386421,611.832315,"NaN","NaN","NaN","NaN","NaN","NaN"
1961,9.414382,588.861389,"NaN","NaN","NaN","NaN","NaN","NaN"
1962,9.746556,579.574643,"NaN","NaN","NaN","NaN","NaN","NaN"
1963,10.266047,584.163467,"NaN","NaN","NaN","NaN","NaN","NaN"
1964,10.823618,574.302581,"NaN","NaN","NaN","NaN","NaN","NaN"
1965,11.309689,568.747379,"NaN","NaN","NaN","NaN","NaN","NaN"
1966,11.861708,566.042216,"NaN","NaN","NaN","NaN","NaN","NaN"
1967,12.236328,562.342498,"NaN","NaN","NaN","NaN","NaN","NaN"
1968,12.904336,558.966910,"NaN","NaN","NaN","NaN","NaN","NaN"
1969,13.760839,562.802411,13.895258,"NaN","NaN","NaN","NaN","NaN"
1970,14.898156,577.854739,"NaN","NaN","NaN","NaN","NaN","NaN"
1971,15.502786,574.474304,"NaN","NaN","NaN","NaN","NaN","NaN"
1972,16.223440,569.588409,"NaN","NaN","NaN","NaN","NaN","NaN"
1973,17.083501,560.805939,"NaN","NaN","NaN","NaN","NaN","NaN"
1974,17.009382,541.595634,"NaN","NaN","NaN","NaN","NaN","NaN"
1975,17.049979,535.239104,"NaN",17.129100,"NaN","NaN","NaN","NaN"
1976,17.985245,534.060756,"NaN","NaN","NaN","NaN","NaN","NaN"
1977,18.494652,526.394613,"NaN","NaN","NaN","NaN","NaN","NaN"
1978,19.063955,521.867911,21.068803,"NaN","NaN","NaN","NaN","NaN"
1979,19.603002,516.048794,"NaN","NaN","NaN","NaN","NaN","NaN"
1980,19.482441,502.741168,"NaN","NaN","NaN","NaN","NaN","NaN"
1981,19.016949,481.480311,"NaN","NaN","NaN","NaN","NaN","NaN"
1982,18.865373,474.288196,"NaN","NaN","NaN","NaN","NaN","NaN"
1983,18.985901,465.560182,"NaN","NaN","NaN","NaN","NaN","NaN"
1984,19.641729,462.992858,"NaN",22.695380,"NaN","NaN","NaN","NaN"
1985,20.305131,463.750124,"NaN","NaN",20.131950,"NaN","NaN","NaN"
1986,20.607513,454.795190,"NaN","NaN","NaN","NaN","NaN","NaN"
1987,21.245783,453.051107,"NaN","NaN","NaN","NaN","NaN","NaN"
1988,22.077385,451.624675,"NaN","NaN","NaN","NaN","NaN","NaN"
1989,22.378970,442.220780,"NaN","NaN","NaN","NaN","NaN","NaN"
1990,22.752700,439.250463,"NaN","NaN","NaN","NaN","NaN","NaN"
1991,23.229475,443.458058,"NaN","NaN","NaN","NaN","NaN","NaN"
1992,22.567199,423.990187,"NaN","NaN","NaN","NaN","NaN","NaN"
1993,22.798350,421.489943,"NaN","NaN","NaN",22.631715,"NaN","NaN"
1994,23.034775,414.256402,"NaN","NaN",25.187744,"NaN","NaN","NaN"
1995,23.524492,410.338766,"NaN","NaN","NaN","NaN","NaN","NaN"
1996,24.250163,407.835364,"NaN","NaN","NaN","NaN","NaN","NaN"
1997,24.395951,394.882294,"NaN","NaN","NaN","NaN","NaN","NaN"
1998,24.330946,384.296003,"NaN","NaN","NaN","NaN","NaN","NaN"
1999,24.833495,379.225063,"NaN","NaN","NaN","NaN","NaN","NaN"
2000,25.501288,371.942314,"NaN","NaN","NaN","NaN","NaN","NaN"
2001,25.674930,365.990784,"NaN","NaN","NaN","NaN","NaN","NaN"
2002,26.248289,364.617041,"NaN","NaN","NaN",26.601245,"NaN","NaN"
2003,27.648649,370.653171,"NaN","NaN","NaN","NaN","NaN","NaN"
2004,28.620193,365.014159,"NaN","NaN","NaN","NaN",28.541482,"NaN"
2005,29.592103,360.996608,"NaN","NaN","NaN","NaN","NaN","NaN"
2006,30.605767,355.117037,"NaN","NaN","NaN","NaN","NaN","NaN"
2007,31.499734,347.684965,"NaN","NaN","NaN","NaN","NaN","NaN"
2008,32.041903,344.308469,"NaN","NaN","NaN","NaN","NaN","NaN"
2009,31.493267,340.774172,"NaN","NaN","NaN","NaN","NaN","NaN"
2010,33.306328,343.155975,"NaN","NaN","NaN","NaN","NaN","NaN"
2011,34.436471,341.675247,"NaN","NaN","NaN","NaN","NaN","NaN"
2012,34.935453,336.301716,"NaN","NaN","NaN","NaN","NaN","NaN"
2013,35.232467,328.477739,"NaN","NaN","NaN","NaN",36.417428,"NaN"
2014,35.466195,320.014033,"NaN","NaN","NaN","NaN","NaN","NaN"
2015,35.463215,309.784765,"NaN","NaN","NaN","NaN","NaN",35.255825
2016,35.460026,300.086104,"NaN","NaN","NaN","NaN","NaN","NaN"
2017,36.025451,293.888913,"NaN","NaN","NaN","NaN","NaN","NaN"
2018,36.766945,289.880171,"NaN","NaN","NaN","NaN","NaN","NaN"
2019,37.040103,284.019835,"NaN","NaN","NaN","NaN","NaN","NaN"
2020,35.007739,277.381427,"NaN","NaN","NaN","NaN","NaN","NaN"
2021,36.816542,275.367031,"NaN","NaN","NaN","NaN","NaN","NaN"
2022,37.149785,268.585190,"NaN","NaN","NaN","NaN","NaN","NaN"
2023,37.547161,263.182310,"NaN","NaN","NaN","NaN","NaN","NaN"
2024,"NaN","NaN","NaN","NaN","NaN","NaN","NaN",39.270452
