"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1959,6.187648,0.814891,0.532545,13.602124,1.327487,0.943319,6.996303
1960,6.541466,0.891968,0.550809,13.686208,1.280903,1.170924,7.270427
1961,6.713029,0.788237,0.556422,13.398366,1.271889,1.192104,7.104723
1962,7.015518,0.733636,0.557630,13.645790,1.344007,1.340125,7.176242
1963,7.389450,0.753465,0.576811,13.971442,1.297811,1.471946,7.455264
1964,7.688705,0.769649,0.617840,14.422358,1.349217,1.674669,7.917869
1965,7.848407,0.814003,0.664719,14.779556,1.360803,1.941810,8.458660
1966,8.055186,0.859941,0.670765,15.273690,1.381741,2.171226,8.465346
1967,8.171196,0.851608,0.701123,15.689360,1.439740,2.177668,8.703009
1968,8.492745,0.913677,0.741926,16.074137,1.501985,2.434460,8.968829
1969,8.898439,1.012776,0.780677,16.606615,1.594318,2.680757,9.302499
1970,9.276272,1.180354,0.828272,17.622842,1.714753,2.766515,9.819224
1971,9.566750,1.252369,0.884961,17.505039,1.729500,3.147973,9.796974
1972,9.848682,1.294848,0.914316,18.098467,1.770642,3.297737,9.745628
1973,10.225276,1.337311,0.956660,18.628742,1.892136,3.802202,10.661601
1974,10.191495,1.329110,0.956657,17.869974,1.939598,3.822667,10.321848
1975,10.191855,1.379465,0.927617,17.191219,1.891594,3.634530,10.508338
1976,10.688378,1.418835,0.978205,17.935477,1.936479,4.116271,10.244640
1977,10.715927,1.485275,0.980747,18.212726,1.939152,4.190613,10.835187
1978,11.002466,1.532940,1.017874,18.232211,1.984072,4.090570,11.043305
1979,11.212304,1.562494,1.066677,18.316653,2.065934,4.222670,10.928376
1980,11.167052,1.537496,1.112706,17.500069,2.066429,3.985820,11.482138
1981,10.714851,1.499310,1.107039,16.888663,1.939851,3.833972,11.738904
1982,10.586274,1.523578,1.120147,15.954112,1.909845,3.783980,11.832169
1983,10.553256,1.551816,1.132082,15.601991,1.822767,3.862769,11.141714
1984,10.583733,1.614176,1.202377,16.162666,1.830210,3.916280,11.529920
1985,11.000733,1.672168,1.198358,15.962847,1.842896,4.090820,11.859947
1986,10.974401,1.705655,1.206848,15.774390,1.845079,4.220059,11.728969
1987,10.959579,1.749727,1.173135,16.176025,1.904210,4.183846,12.104963
1988,10.966179,1.858384,1.199147,16.699870,1.933170,4.327809,12.272036
1989,10.878034,1.881212,1.123676,16.792199,1.909963,4.445943,12.825480
1990,11.132172,1.906523,1.031823,16.494643,1.917639,4.446458,13.573602
1991,10.685470,1.948708,1.050351,16.099532,1.900622,4.774333,13.464501
1992,9.778252,1.992170,0.992793,16.202020,1.895507,5.081602,13.607444
1993,9.363589,2.038730,1.025709,16.239353,1.955695,5.394061,13.647802
1994,8.860191,2.099711,1.118917,16.320363,1.939830,5.561266,13.718433
1995,8.825654,2.178867,1.166311,16.231502,2.009491,5.260588,14.041053
1996,8.890063,2.244562,1.174767,16.563714,2.067482,5.236028,14.214717
1997,8.606430,2.254305,1.174763,16.621164,2.167343,5.056192,14.459364
1998,8.570902,2.141333,1.170298,16.580234,2.279154,5.122536,14.803593
1999,8.460476,2.226173,1.126222,16.590334,2.225198,5.395272,15.117289
2000,8.458840,2.267115,1.136020,16.957125,2.219829,5.839790,15.233687
2001,8.633785,2.279688,1.095758,16.529916,2.154047,5.782134,15.440982
2002,8.588547,2.391258,1.045280,16.454975,2.200884,5.749527,15.452105
2003,8.783657,2.614060,1.120769,16.528946,2.190388,6.013176,15.606650
2004,8.819609,2.730774,1.155238,16.590756,2.238492,6.350923,15.909202
2005,8.799366,2.909950,1.146208,16.502280,2.285628,6.458887,15.899544
2006,8.925771,3.077452,1.147968,16.157067,2.342668,6.713977,15.905929
2007,8.849025,3.230057,1.150215,16.213527,2.402490,6.524826,15.891302
2008,8.724582,3.350850,1.173739,15.525718,2.468838,6.861748,15.803109
2009,8.008874,3.427608,1.141424,14.310868,2.383016,6.969690,15.554046
2010,8.307275,3.654848,1.152205,14.622066,2.605277,7.193209,15.299169
2011,8.191097,3.911166,1.159698,14.263370,2.612808,7.198304,15.027747
2012,8.109116,4.003725,1.131035,13.725627,2.696510,7.528482,14.943324
2013,7.888302,4.031608,1.110332,13.874367,2.801208,7.229184,14.473735
2014,7.566727,4.043830,1.149672,13.815534,2.819948,7.422291,14.104845
2015,7.555894,4.014454,1.099254,13.374763,2.736547,7.625565,14.173155
2016,7.533142,3.994160,1.100583,12.973688,2.615365,7.666329,14.204060
2017,7.564165,4.064590,1.084644,12.764613,2.549935,7.767110,14.143818
2018,7.519962,4.171816,1.048146,13.027348,2.398739,7.714252,13.989910
2019,7.275865,4.244464,1.098258,12.695796,2.389499,7.602140,13.813128
2020,6.730541,4.170782,0.997281,11.363202,2.122928,7.087531,12.960121
2021,7.116713,4.329427,1.030214,12.031411,2.358573,7.344629,12.520678
2022,6.856788,4.373915,0.993306,12.131158,2.341367,7.353240,12.511513
