"Year","Coal","Oil","Gas","Cement","Flaring"
2000,9.207196,10.278070,4.731032,0.721429,0.347238
2001,9.259310,10.356230,4.756259,0.753945,0.335844
2002,9.684062,10.336713,4.904601,0.781887,0.324730
2003,10.522819,10.617428,5.082750,0.860009,0.344605
2004,10.876573,11.010535,5.260277,0.898576,0.342651
2005,11.553741,11.109204,5.374962,0.963940,0.347983
2006,12.199222,11.211110,5.543594,1.051331,0.347549
2007,12.788580,11.248809,5.730253,1.129162,0.343304
2008,13.203810,11.205636,5.894369,1.143371,0.334759
2009,13.033115,10.961710,5.748563,1.175419,0.330427
2010,13.940769,11.329974,6.193107,1.254874,0.341440
2011,14.731274,11.348473,6.372959,1.349177,0.359508
2012,14.896542,11.498217,6.502505,1.384165,0.377315
2013,14.989084,11.584061,6.536348,1.442903,0.385527
2014,15.006086,11.621545,6.646637,1.499506,0.387034
2015,14.662108,11.885381,6.783355,1.444446,0.384275
2016,14.325485,12.006962,6.969958,1.482877,0.374244
2017,14.489680,12.219619,7.121327,1.504530,0.387483
2018,14.725245,12.267438,7.498021,1.565803,0.407294
2019,14.684313,12.377949,7.621427,1.615776,0.435428
2020,14.225915,10.899949,7.555261,1.633047,0.398519
2021,14.982517,11.514741,7.922112,1.692404,0.403429
2022,15.219304,11.877886,7.748470,1.605474,0.397452
2023,15.531162,12.046464,7.829956,1.626824,0.401840
