"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,98.764658,154.720951,86.379330,26.361658,28.174851,2.882086
2001,100.313806,156.157986,87.540600,26.930006,27.272818,3.031159
2002,104.266622,157.233759,90.108623,27.183875,27.596708,3.442834
2003,113.422180,160.747987,92.626626,26.462362,27.385848,3.755449
2004,121.267876,166.996126,96.196101,27.488772,29.219413,4.301576
2005,130.260050,168.795921,98.777817,27.386472,30.010840,4.853188
2006,137.047931,170.596813,101.381080,27.553399,30.958263,5.558671
2007,144.832468,172.594696,105.536650,26.823010,31.276429,6.543289
2008,146.808282,171.136078,108.094180,26.573767,32.894897,7.822815
2009,144.519119,167.361016,105.859264,26.036029,32.638991,8.970072
2010,150.974932,172.697079,113.737301,26.543128,34.274164,10.545405
2011,158.025371,173.925445,116.457258,25.277351,34.686293,12.112374
2012,158.481101,176.809273,119.530820,23.401326,35.948573,13.789507
2013,160.814259,178.525109,121.470887,23.446104,37.167129,15.769646
2014,161.489239,179.764856,122.318494,23.781629,37.928665,17.591396
2015,157.211379,183.470467,125.236887,23.958381,37.610137,19.907432
2016,153.774498,187.173217,128.133259,24.170958,38.688231,22.044306
2017,155.267535,190.319254,131.475991,24.243405,39.004944,25.285450
2018,157.663437,192.258496,138.080978,24.679471,39.905835,28.461675
2019,156.724612,192.646236,140.609752,25.458413,40.266681,31.682342
2020,152.040205,174.994721,138.972254,24.396718,41.212897,34.871300
2021,160.433339,184.858762,146.414377,25.333448,40.400496,39.965786
2022,161.474539,190.690521,141.886964,24.128422,40.679341,45.175867
