"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,1.304892,0.117217,0.013158,0.591043,0.562540,0.020934
1991,1.321577,0.120656,0.013281,0.599462,0.567165,0.021013
1992,1.305225,0.119730,0.013357,0.594894,0.556152,0.021092
1993,1.287274,0.122371,0.012978,0.589416,0.541337,0.021171
1994,1.245323,0.123080,0.013038,0.567737,0.520217,0.021251
1995,1.215323,0.127168,0.013008,0.561120,0.492697,0.021330
1996,1.188221,0.130161,0.012982,0.546925,0.476741,0.021411
1997,1.122008,0.103094,0.012973,0.522817,0.461633,0.021492
1998,1.092440,0.098651,0.012965,0.516378,0.442873,0.021572
1999,1.041500,0.090322,0.013579,0.509893,0.406053,0.021653
2000,0.997009,0.086359,0.013575,0.492975,0.382367,0.021734
2001,0.970910,0.085656,0.013549,0.489513,0.360377,0.021815
2002,0.925323,0.082528,0.014996,0.464403,0.341500,0.021896
2003,0.894373,0.082277,0.015087,0.455766,0.319265,0.021978
2004,0.878429,0.080100,0.015090,0.455151,0.306030,0.022057
2005,0.819874,0.084114,0.014932,0.452939,0.245752,0.022137
2006,0.801387,0.085231,0.013877,0.453002,0.227059,0.022217
2007,0.802630,0.099212,0.013946,0.456126,0.211048,0.022297
2008,0.810890,0.115377,0.013519,0.462561,0.197055,0.022378
2009,0.803063,0.111778,0.013161,0.467631,0.188181,0.022312
2010,0.799994,0.120331,0.013963,0.468171,0.175281,0.022248
2011,0.778073,0.113816,0.013724,0.463623,0.164725,0.022184
2012,0.761180,0.108760,0.013844,0.461083,0.155373,0.022120
2013,0.760391,0.105565,0.013742,0.471930,0.147110,0.022043
2014,0.743234,0.094281,0.014001,0.475408,0.137560,0.021983
2015,0.752569,0.095096,0.013856,0.492299,0.129394,0.021924
2016,0.756812,0.090973,0.013906,0.507626,0.122444,0.021863
2017,0.743576,0.090995,0.014195,0.502559,0.114043,0.021784
2018,0.719307,0.089840,0.013847,0.484247,0.109668,0.021705
2019,0.714496,0.093695,0.014404,0.479157,0.105616,0.021625
2020,0.703836,0.091144,0.015487,0.476858,0.098800,0.021547
2021,0.693603,0.094366,0.015049,0.468088,0.094503,0.021596
2022,0.670746,0.074380,0.014881,0.471340,0.088502,0.021644
2023,0.666006,0.077409,0.014851,0.467684,0.084371,0.021691
2024,0.651906,0.077374,0.013879,0.458780,0.080132,0.021740
