"Year","2003","2004","2005","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,1.292363,1.302281,1.220463,1.224401,1.224133,1.317420,1.316249,1.292658,1.278320,1.273999,1.273889,1.273326,1.273394,1.276099,1.277585,1.282031,1.283958
1991,1.308523,1.325920,1.232837,1.242375,1.240632,1.332963,1.333095,1.308997,1.294540,1.290230,1.290112,1.289385,1.289458,1.292185,1.291870,1.298418,1.300564
1992,1.253090,1.282517,1.210992,1.222863,1.223378,1.316709,1.316089,1.293124,1.278994,1.274689,1.274564,1.273342,1.273411,1.275768,1.275476,1.281949,1.284133
1993,1.225936,1.261043,1.188542,1.208012,1.206280,1.307533,1.305839,1.284351,1.261901,1.257492,1.257360,1.255542,1.255629,1.257896,1.257615,1.263980,1.266102
1994,1.202861,1.233025,1.154616,1.172490,1.170141,1.265606,1.261965,1.242839,1.221252,1.216894,1.216757,1.214295,1.214408,1.216416,1.216120,1.222076,1.224073
1995,1.170197,1.190240,1.134733,1.158740,1.156603,1.234426,1.229445,1.213319,1.192509,1.188105,1.187963,1.185135,1.185251,1.186693,1.186396,1.192037,1.193993
1996,1.173719,1.181402,1.106222,1.126008,1.127494,1.205392,1.197665,1.185486,1.164976,1.160536,1.160369,1.157353,1.157469,1.159429,1.159137,1.164795,1.166810
1997,1.100114,1.105064,1.051905,1.077440,1.074734,1.168667,1.159463,1.149086,1.116814,1.095290,1.095126,1.091916,1.092036,1.093242,1.092954,1.098596,1.100517
1998,1.064614,1.068300,1.013314,1.041355,1.040062,1.118637,1.111679,1.099068,1.069966,1.065817,1.065656,1.062600,1.062731,1.064268,1.063973,1.069097,1.070868
1999,1.037467,1.020202,0.962982,0.992217,0.989059,1.066367,1.059755,1.049134,1.019564,1.015470,1.015314,1.012148,1.012264,1.013200,1.012906,1.018050,1.019847
2000,0.983216,0.968435,0.929434,0.948487,0.948744,1.020391,1.013687,1.003618,0.975709,0.971308,0.971179,0.967763,0.967872,0.968480,0.968220,0.973476,0.975275
2001,0.973100,0.948825,0.905008,0.911416,0.909328,0.976303,0.970099,0.964329,0.949238,0.944827,0.944679,0.941292,0.941399,0.942353,0.942126,0.947186,0.949095
2002,,0.891174,0.867654,0.855131,0.855251,0.917321,0.911500,0.906991,0.904345,0.899686,0.899557,0.896092,0.896190,0.896709,0.896504,0.901511,0.903427
2003,,,0.831191,0.815020,0.814122,0.872250,0.867337,0.865859,0.874117,0.868735,0.868600,0.865168,0.865303,0.865781,0.865612,0.870350,0.872396
2004,,,,0.791481,0.790782,0.843802,0.838653,0.840249,0.856788,0.853396,0.853269,0.849484,0.849620,0.849537,0.849397,0.854362,0.856372
2005,,,,0.766695,0.764757,0.819049,0.815388,0.818685,0.800564,0.795131,0.794984,0.790851,0.790989,0.790773,0.790644,0.795491,0.797737
2006,,,,0.748910,0.749108,0.802598,0.800373,0.802343,0.783898,0.777472,0.777306,0.773125,0.773267,0.772849,0.772158,0.776805,0.779170
2007,,,,0.754433,0.754329,0.807264,0.799809,0.807099,0.786889,0.779437,0.779267,0.775125,0.775221,0.774702,0.773349,0.777725,0.780333
2008,,,,0.765948,0.765510,0.817663,0.805261,0.813946,0.795822,0.788538,0.788382,0.784327,0.784426,0.783929,0.781772,0.785888,0.788512
2009,,,,0.767793,0.762990,0.808863,0.796637,0.806344,0.785844,0.779667,0.779564,0.777766,0.777847,0.777176,0.774470,0.778499,0.780751
2010,,,,0.758862,0.759055,0.807237,0.799641,0.804649,0.783976,0.776265,0.776240,0.774314,0.774365,0.774321,0.771197,0.775403,0.777746
2011,,,,0.726738,0.726778,0.786266,0.780352,0.782220,0.761316,0.754342,0.754377,0.752326,0.752360,0.751609,0.748341,0.752703,0.755888
2012,,,,,0.711650,0.769675,0.767140,0.766966,0.746078,0.737698,0.737535,0.735541,0.735571,0.734932,0.731616,0.736108,0.739060
2013,,,,,,0.769134,0.766668,0.766472,0.745339,0.737282,0.737023,0.734943,0.734960,0.734216,0.730393,0.734918,0.738348
2014,,,,,,,0.750860,0.751377,0.729439,0.720739,0.720332,0.718186,0.718186,0.716724,0.712680,0.717319,0.721250
2015,,,,,,,,0.760030,0.737422,0.728671,0.728105,0.725809,0.725796,0.724747,0.720580,0.725271,0.730645
2016,,,,,,,,,0.743497,0.733901,0.733162,0.730927,0.730897,0.729567,0.725326,0.730077,0.734948
2017,,,,,,,,,,0.721222,0.720488,0.718147,0.717923,0.716562,0.712056,0.716956,0.721792
2018,,,,,,,,,,,0.692351,0.693760,0.693953,0.692672,0.687854,0.692509,0.697602
2019,,,,,,,,,,,,0.688681,0.688768,0.688276,0.683140,0.687218,0.692871
2020,,,,,,,,,,,,,0.678704,0.677627,0.672142,0.676418,0.682290
2021,,,,,,,,,,,,,,0.668402,0.661490,0.665583,0.672006
2022,,,,,,,,,,,,,,,0.640293,0.643288,0.649102
2023,,,,,,,,,,,,,,,,0.637517,0.644315
2024,,,,,,,,,,,,,,,,,0.630166
