"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,2.941650,4.873540,11.466976,
200802,2.901931,4.575225,8.632605,
200803,3.334285,4.683867,8.566035,
200804,3.101709,4.676186,6.760900,
200805,3.181117,4.859156,4.677689,
200806,2.662701,4.667463,4.291314,
200807,2.421544,4.736262,4.314653,
200808,2.746918,4.597503,4.356284,
200809,2.470916,4.603053,5.310504,
200810,2.926307,4.690342,7.951562,
200811,3.039412,4.100622,7.821721,
200812,2.787518,3.857342,9.548492,
200901,3.025392,3.722517,10.990688,
200902,2.510523,3.854521,9.070800,
200903,2.868248,4.543506,8.132458,
200904,2.529232,4.424926,5.307176,
200905,2.582060,4.422021,4.736581,
200906,2.096668,4.272744,4.700145,
200907,2.893666,4.526637,4.757454,
200908,2.654340,4.222163,4.792069,
200909,2.621281,4.619615,5.437254,
200910,2.202558,4.613864,7.398836,
200911,2.794817,4.299606,7.737018,
200912,2.970989,4.293676,11.015101,
201001,3.444269,4.128911,12.708500,
201002,2.622765,4.103807,10.704100,
201003,2.931317,4.686616,6.820874,
201004,2.026276,4.659929,6.779138,
201005,2.329895,4.832219,6.444409,
201006,2.443718,4.762325,4.835070,
201007,2.548123,4.246587,4.684212,
201008,2.650122,4.270814,4.724016,
201009,2.853760,4.047671,7.193422,
201010,3.212078,4.169892,7.512009,
201011,2.913856,4.264575,9.181159,
201012,3.078432,4.297776,12.585589,
201101,2.708277,4.151828,12.294657,
201102,2.302419,4.005229,8.826677,
201103,1.837270,4.572406,8.297015,
201104,2.018669,4.304750,5.511221,
201105,1.989241,4.370259,5.221263,
201106,3.419336,4.706674,4.743566,
201107,2.953603,4.194133,4.637925,
201108,4.244273,4.372251,4.763688,
201109,1.798353,4.334789,4.867618,
201110,3.321369,5.042109,6.330892,
201111,3.203256,4.133344,7.869623,
201112,2.296684,4.160377,8.835078,
201201,5.048110,3.927745,9.525207,
201202,2.807410,3.973679,10.672568,
201203,2.501483,4.136780,7.047865,
201204,4.908327,4.118964,6.520692,
201205,1.234778,4.717966,4.916784,
201206,4.510078,4.386360,4.449950,
201207,1.271815,4.264357,3.853855,
201208,2.338498,4.234931,4.002039,
201209,2.289894,3.919013,4.417169,
201210,2.675632,3.983702,6.257105,
201211,2.436585,4.418252,7.929934,
201212,2.313700,4.184957,8.980816,
201301,2.934212,3.914295,10.315164,
201302,2.602449,4.051444,9.499382,
201303,2.765123,4.162728,9.448373,
201304,3.080628,4.021077,6.467275,
201305,2.821321,4.331137,5.207850,
201306,1.919239,4.326872,4.146939,
201307,2.875432,3.986628,3.922051,
201308,2.722900,4.108282,4.039555,
201309,2.932133,3.844542,4.593036,
201310,3.167690,4.072339,5.700048,
201311,3.539971,3.750480,7.392741,
201312,3.320903,3.706242,8.452016,
201401,3.566314,3.645844,8.491811,
201402,1.664934,3.498916,7.186460,
201403,5.194287,3.985486,6.511375,
201404,3.399428,4.164021,5.037060,
201405,3.347940,4.534914,4.594422,
201406,0.915626,3.981314,3.970821,
201407,5.391263,4.155637,4.187832,
201408,-0.226074,4.007786,4.738002,
201409,3.326880,4.188189,4.221984,
201410,1.338807,3.733311,5.281249,
201411,8.095326,3.460873,6.759308,
201412,2.156900,3.787711,8.397817,
201501,6.078614,3.788935,9.132672,
201502,2.649986,3.281885,8.186630,
201503,4.206043,4.223858,7.515549,
201504,2.802059,3.645808,5.374180,
201505,3.210460,3.987510,4.112073,
201506,2.892031,3.768852,3.569069,
201507,5.623495,3.747763,3.437558,
201508,3.543737,3.971391,3.611709,
201509,5.646493,4.183671,4.427984,
201510,3.537564,4.418755,6.045209,
201511,1.319782,3.910798,6.448247,
201512,4.022590,4.174660,6.685539,
201601,3.464814,3.662387,9.181443,
201602,1.828586,3.477674,8.282334,
201603,0.371894,3.905709,3.701642,
201604,1.236938,3.706172,6.039304,
201605,6.268630,4.178761,4.242939,
201606,4.879301,3.664421,3.955883,
201607,0.737013,4.475472,4.012302,
201608,4.338372,4.148442,4.153923,
201609,-1.030202,4.075847,4.355505,
201610,6.570048,4.119910,6.446067,
201611,10.307695,4.050933,8.236980,
201612,3.668806,4.106762,9.139633,
201701,3.870985,3.960749,10.033100,
201702,3.861131,3.711059,7.675800,
201703,3.391921,4.118624,6.728178,
201704,2.913427,3.767479,5.870244,
201705,3.089528,3.928215,4.619680,
201706,3.385187,4.179407,3.820912,
201707,3.172980,3.922561,4.152649,
201708,2.866280,3.796794,3.905624,
201709,2.413653,3.850358,4.736438,
201710,3.004998,4.371398,5.494577,
201711,3.282483,4.003388,7.418567,
201712,3.258907,3.837932,8.863795,
201801,3.603990,3.847394,8.572217,
201802,3.392983,3.942958,9.098921,
201803,3.443070,4.129423,8.290201,
201804,3.105066,3.749918,4.835706,
201805,2.566727,4.210401,4.056312,
201806,2.216599,3.854901,4.024403,
201807,2.639334,3.890987,4.058642,
201808,2.671707,4.003374,4.274864,
201809,2.884465,3.615286,4.485566,
201810,3.119055,4.216328,5.435851,
201811,2.661898,3.923522,7.438024,
201812,2.824021,4.206457,8.122957,
201901,3.492037,4.616300,9.390436,
201902,3.175360,3.909914,7.353732,
201903,2.434994,4.010779,7.345423,
201904,2.126390,3.909130,5.379840,
201905,1.912024,3.823568,5.396523,
201906,1.563203,3.719832,4.134127,
201907,1.782716,3.814960,4.486484,
201908,1.235460,3.921730,4.493143,
201909,2.693935,3.384056,4.972433,
201910,2.147147,4.203066,6.330411,
201911,2.679730,4.026185,7.686437,
201912,2.331850,4.229471,8.058568,
202001,1.890483,3.997562,8.720957,
202002,1.659432,3.611073,7.615805,
202003,1.875319,3.632688,7.180226,
202004,1.244964,3.790910,4.889778,
202005,1.290701,3.288135,4.784144,
202006,0.839759,3.513113,4.377682,
202007,1.438363,3.576088,4.890318,
202008,1.421562,3.327512,4.820947,
202009,1.838215,3.457295,4.694596,
202010,1.939312,3.306964,5.961639,
202011,1.882570,3.359847,6.655632,
202012,2.082934,3.347594,8.434335,
202101,2.339849,3.233886,9.677149,
202102,1.668297,3.569124,8.057201,
202103,1.927055,3.648838,7.693561,
202104,1.562307,3.870270,6.373351,
202105,1.524011,3.523162,5.180053,
202106,1.295476,3.758545,4.001790,
202107,2.284261,3.424236,3.752550,
202108,2.385519,3.600870,3.188573,
202109,1.978824,3.297476,3.684066,
202110,2.700648,3.679874,4.467960,
202111,2.527043,3.982813,6.371435,
202112,2.792357,3.056917,7.322642,
202201,2.399943,3.431376,7.804785,
202202,1.630444,3.436694,6.253761,
202203,2.201860,3.725307,5.926718,
202204,1.649403,3.703962,4.878306,
202205,1.363061,3.634419,3.834254,
202206,2.056856,3.784114,3.519309,
202207,2.148693,3.446936,3.173380,
202208,2.317554,3.619058,3.011204,
202209,2.457758,3.791640,3.131271,
202210,2.038212,3.381669,3.815176,
202211,1.930272,3.663046,4.776308,
202212,2.096944,4.026052,6.963073,
202301,2.079437,4.020179,6.199002,
202302,2.077200,3.526858,5.602449,
202303,2.042408,3.824751,5.708823,
202304,1.498971,3.792557,4.444981,
202305,1.003778,3.621336,3.435594,
202306,0.573225,3.712479,3.393954,
202307,0.843743,3.247635,3.132878,
202308,1.026810,3.763921,3.495639,
202309,1.007974,4.036189,3.496296,
202310,1.486633,4.027178,3.888002,
202311,1.565945,3.715054,5.249601,
202312,1.592544,3.956005,6.334999,
202401,1.595689,3.957770,7.565263,
202402,1.546900,3.403253,5.486829,
202403,1.618249,3.617262,5.216075,
202404,1.102850,3.587550,4.259795,
202405,1.330788,3.622800,3.405082,
202406,0.940914,3.105486,3.202702,
202407,1.125518,3.853638,3.096372,
202408,1.421348,3.245259,3.011519,
202409,1.316238,3.063455,3.264205,
202410,2.109520,3.564096,4.089212,
202411,2.050884,3.197319,6.017726,
202412,2.221277,3.677331,6.334342,
202501,2.391493,3.500428,7.446588,
202502,2.173608,3.174320,6.511069,
202503,2.473221,,5.147703,
202504,1.808343,,,
202505,,,,
202506,,,,
202507,,,,
202508,,,,
202509,,,,
202510,,,,
202511,,,,
202512,,,,
