"Year","Coal","Oil","Gas","Cement","Flaring"
2000,2.511563,2.803195,1.296362,0.197598,0.094727
2001,2.526443,2.824368,1.308554,0.206702,0.091617
2002,2.642235,2.819927,1.347534,0.214305,0.088600
2003,2.870846,2.893906,1.396917,0.235691,0.094029
2004,2.967375,3.001848,1.442290,0.246341,0.093494
2005,3.151593,3.031107,1.474492,0.264272,0.094948
2006,3.328081,3.062502,1.516648,0.288164,0.094843
2007,3.489267,3.071191,1.572125,0.309497,0.093682
2008,3.603096,3.057343,1.617555,0.313588,0.091354
2009,3.560324,2.990320,1.578574,0.322608,0.090174
2010,3.808445,3.090416,1.699764,0.344744,0.093134
2011,4.022352,3.100820,1.750010,0.370864,0.098060
2012,4.068501,3.137111,1.787701,0.380667,0.102910
2013,4.094298,3.159898,1.797994,0.397006,0.105152
2014,4.098785,3.167677,1.809831,0.410065,0.105540
2015,4.003189,3.229167,1.846823,0.396058,0.104805
2016,3.912699,3.264997,1.897557,0.406768,0.102083
2017,3.961003,3.315888,1.945360,0.411979,0.105698
2018,4.024630,3.343119,2.038817,0.424266,0.111108
2019,4.010625,3.387546,2.083453,0.442991,0.118795
2020,3.893800,2.991455,2.064564,0.447126,0.109459
2021,4.130623,3.147099,2.162385,0.462966,0.110652
2022,4.144641,3.250441,2.154118,0.436988,0.109993
2023,4.203390,3.332106,2.156140,0.428315,0.112156
2024,4.245985,3.372056,2.220757,0.418393,0.113779
