"Year","Cars","Light-duty trucks","Heavy-duty trucks/buses"
2019,0.093624,0.076409,0.323409
2020,0.087251,0.053577,0.227884
2021,0.084879,0.055119,0.237156
2022,0.091051,0.053465,0.225080
