"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
2019,647.633938,,96.616770,504.694304,46.322864,,,
2020,606.155771,,189.365544,377.091942,39.698284,,,
2021,611.414841,,216.110200,385.573838,9.730803,,,
2022,559.031504,,152.593799,378.596921,27.840783,,,
