"Year","Living biomass (net)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
2019,-11.992897,0,0,-0.001941,
2020,-11.415052,0,0,-0.002082,
2021,-11.805790,0,0,-0.002199,
2022,-11.363351,0,0,-0.002315,
