"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-2.563082,2.382501,-1.205694,-0.555380,0.235461,0.152364,-0.122180,0
1991,-2.343255,1.252084,-1.414317,-0.526463,0.251563,0.152364,-0.113611,0
1992,-2.184176,1.177200,-1.428483,-0.595546,0.567993,0.418779,-0.094299,0
1993,-2.193507,1.447103,-1.303520,-0.525845,0.311731,0.164017,-0.063450,0
1994,-2.107904,1.208613,-1.577333,-0.497642,0.340363,0.549458,-0.014646,0
1995,-2.045061,1.319842,-1.601100,-0.469439,0.329963,0.401128,0.005973,0
1996,-2.190401,1.120647,-1.548083,-0.441236,0.334377,0.217329,0.001779,0
1997,-2.232276,1.389531,-1.400861,-0.413033,0.342096,0.188236,-0.019243,0
1998,-2.288387,1.415425,-1.436270,-0.384830,0.351214,0.185008,-0.009129,0
1999,-2.336773,1.434071,-1.433287,-0.356627,0.372475,0.425155,0.018541,0
2000,-2.307436,1.223998,-1.291950,-0.328425,0.363436,0.178525,0.005807,0
2001,-2.273536,1.562070,-1.290654,-0.300222,0.330417,0.178525,-0.006259,0
2002,-2.267527,1.156885,-1.235138,-0.272019,0.331067,0.456243,-0.056687,0
2003,-2.270020,1.237557,-1.007184,-0.243816,0.329570,0.201662,-0.065113,0
2004,-2.334520,1.198657,-1.120477,-0.215613,0.311565,0.223818,-0.053475,0
2005,-2.409494,1.272005,-1.058124,-0.187410,0.308411,0.416501,-0.041110,0
2006,-2.366252,1.303403,-1.056369,-0.159207,0.304863,0.189496,-0.040586,0
2007,-2.458077,1.266338,-1.031235,-0.131004,0.295664,0.083107,-0.044594,0
2008,-2.462627,1.237616,-0.932150,-0.102802,0.290937,0.291004,-0.035608,0
2009,-2.525674,1.390801,-0.447693,-0.074599,0.281360,0.079936,-0.028471,0
2010,-2.484026,1.271856,-0.691987,-0.046396,0.275126,0.441482,-0.022801,0
2011,-2.390388,1.230756,-0.638173,-0.075313,0.286022,0.393728,-0.004381,0
2012,-2.292861,1.236512,-0.562751,-0.015470,0.218781,0.114145,0.076844,0
2013,-2.140508,1.140007,-0.360174,-0.106100,0.206454,0.103450,0.061881,0
2014,-2.134627,1.174685,-0.341109,-0.139753,0.198979,0.436646,0.058021,0
2015,-2.158405,1.112682,-0.418457,-0.082792,0.207986,0.086819,0.049235,0
2016,-2.115241,1.112061,-0.402369,-0.082792,0.178528,0.351635,0.000882,0
2017,-2.015717,1.089662,-0.384039,-0.082816,0.229858,0.218206,-0.067448,0
2018,-1.969111,1.206428,-0.440151,-0.082825,0.168602,0.321214,-0.063504,0
2019,-1.950043,1.507470,-0.293292,-0.082810,0.259926,0.611788,-0.057560,0
2020,-1.886100,1.630013,-0.223153,-0.082810,0.176162,0.329126,0.034688,0
2021,-1.919467,1.713809,-0.138639,-0.083055,0.183608,0.285126,0.007730,0
2022,-1.590672,1.730630,-0.123125,-0.084248,0.187565,0.304273,-0.003779,0
