"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2021,0,0.330000,0.030000,0,0,0,0
2022,0,-1.030000,-0.030000,0,0,0,0
2023,0,0.490000,0.050000,0,0,0,0
2024,0,0.090000,-0.090000,0,0,0,0
2025,0,-3.350000,0.030000,0,0,0,0
2026,0,-0.020000,-0.010000,0,0,0,0
