"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,6.880198,4.612454,0.913057,0.161075,0.819575,0.036292
2001,6.937031,4.626080,0.915399,0.191694,0.761717,0.045947
2002,7.246044,4.721883,0.955959,0.195137,0.720256,0.077426
2003,7.588741,4.810128,1.023368,0.181754,0.723483,0.087207
2004,8.076703,5.091184,1.104089,0.211599,1.043993,0.123727
2005,8.842008,5.177319,1.235723,0.175352,1.004234,0.138361
2006,9.179513,5.469157,1.291579,0.173313,1.153591,0.191841
2007,10.044981,5.842442,1.397169,0.174183,1.248132,0.240293
2008,10.874743,6.136988,1.439556,0.147852,1.165074,0.290295
2009,11.825961,6.456516,1.767891,0.162235,1.069097,0.329948
2010,12.142926,6.597250,2.122618,0.221320,1.086580,0.399358
2011,12.756386,6.912779,2.170292,0.307088,1.307979,0.488034
2012,14.016019,7.331103,2.005167,0.313904,1.142825,0.564098
2013,14.872058,7.384544,1.764695,0.313600,1.294952,0.629792
2014,16.358158,7.588126,1.746056,0.324614,1.355596,0.706633
2015,16.553682,8.200636,1.721046,0.356375,1.292134,0.784855
2016,16.877197,8.992905,1.828475,0.350475,1.237257,0.877659
2017,17.438412,9.258795,1.929595,0.343972,1.301275,1.051728
2018,18.577619,9.676949,2.087866,0.356915,1.331094,1.306819
2019,18.589825,9.992202,2.132994,0.411257,1.537928,1.484064
2020,17.401045,9.075979,2.176918,0.404759,1.547845,1.584340
2021,20.088546,9.406105,2.238042,0.396993,1.510272,1.788411
