"Year","Coal","Oil","Gas","Cement"
1959,0.248629,0.343465,0.161902,0.008252
1960,0.250536,0.349790,0.171950,0.007860
1961,0.242206,0.354071,0.173694,0.007833
1962,0.251315,0.364287,0.184598,0.008155
1963,0.269380,0.370976,0.196085,0.008579
1964,0.286347,0.380436,0.207170,0.009014
1965,0.297658,0.399752,0.213593,0.009087
1966,0.309148,0.417484,0.229860,0.009436
1967,0.317426,0.433732,0.240525,0.009169
1968,0.311027,0.461087,0.255557,0.009640
1969,0.316048,0.486252,0.277861,0.009743
1970,0.318802,0.556245,0.289086,0.009532
1971,0.302240,0.572409,0.299380,0.009692
1972,0.306998,0.619316,0.304496,0.009968
1973,0.333145,0.634650,0.320649,0.010076
1974,0.327316,0.607932,0.309556,0.010045
1975,0.326155,0.597803,0.284526,0.008314
1976,0.349665,0.641534,0.290067,0.008835
1977,0.359094,0.676395,0.284132,0.009274
1978,0.358674,0.689040,0.285270,0.009720
1979,0.389590,0.666455,0.294892,0.009809
1980,0.396778,0.612567,0.288770,0.008985
1981,0.410189,0.573584,0.281684,0.008723
1982,0.395493,0.544337,0.262255,0.007762
1983,0.410698,0.539862,0.245932,0.008308
1984,0.441076,0.555273,0.262623,0.008983
1985,0.451699,0.552351,0.252870,0.008654
1986,0.446434,0.576437,0.236863,0.008967
1987,0.466562,0.584907,0.251903,0.009000
1988,0.489281,0.611658,0.263202,0.009074
1989,0.494854,0.611281,0.280282,0.009079
1990,0.495378,0.594839,0.279328,0.009139
1991,0.490663,0.579084,0.284669,0.008935
1992,0.496048,0.593518,0.294943,0.009005
1993,0.513067,0.595536,0.302850,0.009508
1994,0.517084,0.607936,0.310445,0.009910
1995,0.522425,0.605550,0.323880,0.010119
1996,0.544380,0.629520,0.329364,0.010183
1997,0.556777,0.635193,0.331463,0.010524
1998,0.563353,0.647330,0.325219,0.010770
1999,0.563689,0.664699,0.327266,0.010982
2000,0.591050,0.679527,0.341794,0.011311
2001,0.573333,0.683282,0.327356,0.011357
2002,0.574669,0.681655,0.338157,0.011781
2003,0.585560,0.698447,0.328019,0.011831
2004,0.591186,0.718420,0.328940,0.012523
2005,0.597611,0.721680,0.324132,0.012608
2006,0.587748,0.712561,0.320356,0.012787
2007,0.594013,0.707855,0.340645,0.012421
2008,0.583102,0.659232,0.342038,0.011303
2009,0.511099,0.622395,0.336177,0.008083
2010,0.541207,0.627826,0.352215,0.008583
2011,0.511177,0.614564,0.357662,0.008790
2012,0.452648,0.599285,0.374477,0.009626
2013,0.469506,0.607047,0.384925,0.009926
2014,0.466804,0.613386,0.391654,0.010764
2015,0.403658,0.623723,0.402837,0.010892
2016,0.367849,0.627622,0.404398,0.010764
2017,0.357118,0.631735,0.398579,0.011005
2018,0.342850,0.645547,0.441790,0.010636
2019,0.292228,0.643786,0.456877,0.011162
2020,0.239894,0.559317,0.451331,0.011105
2021,0.273553,0.609656,0.446790,0.011245
2022,0.261037,0.621680,0.467912,0.011383
