"Year","Coal","Oil","Gas","Cement","Flaring"
2000,2.511768,2.811706,1.291291,0.197033,0.076127
2001,2.525998,2.835881,1.302834,0.205877,0.076727
2002,2.641637,2.834570,1.338934,0.217263,0.081483
2003,2.870760,2.914753,1.386864,0.232602,0.081707
2004,2.967135,3.013784,1.434823,0.248517,0.088374
2005,3.150473,3.040229,1.468522,0.263184,0.094185
2006,3.326649,3.069411,1.502950,0.287027,0.094667
2007,3.486998,3.079603,1.554076,0.308239,0.099341
2008,3.600654,3.070776,1.600516,0.312156,0.102094
2009,3.552519,3.001351,1.569856,0.320887,0.103549
2010,3.800934,3.100405,1.690869,0.342489,0.104162
2011,4.022141,3.108102,1.737692,0.368395,0.101059
2012,4.072806,3.150029,1.774180,0.377885,0.103808
2013,4.100569,3.173157,1.785624,0.394128,0.105768
2014,4.107946,3.187441,1.816200,0.409365,0.105868
2015,4.014762,3.255913,1.852640,0.394224,0.104676
2016,3.919379,3.281614,1.903288,0.406009,0.103271
2017,3.959327,3.341329,1.950035,0.411551,0.106985
2018,4.024790,3.347712,2.055089,0.428280,0.112477
2019,4.019099,3.369447,2.087207,0.441459,0.119884
2020,3.868604,3.054533,2.062306,0.446926,0.111240
2021,4.088318,3.230666,2.162071,0.456494,0.113681
