"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1959,1.013532,0.355708,0.040369,0.839236,0.064801,0.019314,0.025898
1960,1.082011,0.395371,0.042751,0.860629,0.064243,0.024639,0.027509
1961,1.121542,0.354617,0.044235,0.858748,0.065530,0.025787,0.028241
1962,1.183501,0.336683,0.045422,0.891084,0.071108,0.029829,0.029206
1963,1.258015,0.354777,0.048157,0.929055,0.070515,0.033732,0.031177
1964,1.320727,0.372003,0.052883,0.976107,0.075247,0.039511,0.033783
1965,1.359564,0.403259,0.058347,1.017199,0.077866,0.047160,0.037233
1966,1.406374,0.436307,0.060388,1.067624,0.081093,0.054299,0.037233
1967,1.437449,0.442191,0.064754,1.112875,0.086613,0.056097,0.039585
1968,1.504445,0.485824,0.070305,1.156837,0.092546,0.064597,0.041119
1969,1.586346,0.551790,0.075911,1.213122,0.100576,0.073270,0.043360
1970,1.663278,0.658644,0.082681,1.308742,0.110696,0.077882,0.045090
1971,1.725704,0.715059,0.090667,1.322177,0.114281,0.091275,0.046784
1972,1.788203,0.755938,0.096135,1.388292,0.119739,0.098482,0.048191
1973,1.868059,0.798173,0.103281,1.449503,0.130883,0.116951,0.052682
1974,1.873032,0.810351,0.106131,1.409932,0.137178,0.121104,0.053296
1975,1.883821,0.858010,0.105848,1.375461,0.136719,0.118574,0.054049
1976,1.986098,0.899339,0.114863,1.454894,0.143060,0.138651,0.053775
1977,2.001451,0.958952,0.118407,1.498513,0.146407,0.145825,0.057799
1978,2.064922,1.007880,0.126437,1.522771,0.153028,0.146361,0.060871
1979,2.113956,1.046273,0.136461,1.553254,0.162861,0.155387,0.061357
1980,2.115050,1.048941,0.146422,1.506472,0.166377,0.151299,0.065999
1981,2.038196,1.042361,0.149934,1.473874,0.159601,0.150686,0.068310
1982,2.021851,1.079938,0.156270,1.409982,0.160528,0.153962,0.069681
1983,2.023613,1.121353,0.162503,1.396199,0.156583,0.162244,0.067090
1984,2.037531,1.188579,0.177470,1.464145,0.160688,0.169883,0.070573
1985,2.125977,1.254892,0.181946,1.463486,0.165068,0.183080,0.072650
1986,2.129515,1.304904,0.188501,1.463391,0.168647,0.194778,0.072594
1987,2.135467,1.365967,0.188526,1.518270,0.177609,0.199119,0.077311
1988,2.146195,1.479128,0.198144,1.586360,0.183927,0.212113,0.079072
1989,2.136825,1.525850,0.190822,1.615468,0.185245,0.224287,0.083667
1990,2.192491,1.574255,0.179937,1.609845,0.189784,0.230706,0.083876
1991,2.111510,1.639312,0.188031,1.595467,0.191581,0.254505,0.084450
1992,1.936420,1.702782,0.182478,1.630035,0.194434,0.278427,0.086364
1993,1.857768,1.770352,0.193431,1.658668,0.204211,0.301548,0.087524
1994,1.759600,1.849427,0.196358,1.691157,0.210397,0.312917,0.088925
1995,1.753875,1.948704,0.210664,1.706164,0.220510,0.301255,0.092082
1996,1.766710,2.034534,0.213788,1.765932,0.229407,0.305857,0.094371
1997,1.710776,2.071207,0.221778,1.796674,0.241979,0.300673,0.097110
1998,1.703837,1.986084,0.228666,1.816536,0.256026,0.312603,0.100485
1999,1.681073,2.086467,0.226638,1.841037,0.262482,0.337884,0.103574
2000,1.680887,2.166930,0.241919,1.904975,0.260722,0.372113,0.105549
2001,1.715708,2.206713,0.241263,1.878312,0.265179,0.377565,0.108165
2002,1.706899,2.350950,0.243599,1.891200,0.270549,0.382477,0.109513
2003,1.746359,2.594034,0.263963,1.920191,0.275537,0.407440,0.112243
2004,1.755205,2.746444,0.282922,1.947901,0.277334,0.443207,0.115853
2005,1.752491,2.958936,0.288578,1.958776,0.288558,0.460749,0.117222
2006,1.779501,3.156602,0.297526,1.938566,0.294191,0.492799,0.118904
2007,1.767650,3.351707,0.309027,1.967606,0.303171,0.491932,0.120693
2008,1.747453,3.515891,0.322370,1.907519,0.321739,0.530208,0.122146
2009,1.607274,3.641616,0.319806,1.774975,0.317019,0.554268,0.122152
2010,1.669958,3.933350,0.331533,1.829279,0.343704,0.581221,0.121970
2011,1.649722,4.250137,0.341511,1.800939,0.349655,0.596323,0.121449
2012,1.636010,4.402060,0.343757,1.751062,0.360428,0.639415,0.122552
2013,1.592763,4.483989,0.346310,1.787569,0.378522,0.626934,0.120196
2014,1.529675,4.547703,0.368471,1.796783,0.384517,0.658400,0.119492
2015,1.530005,4.555268,0.361285,1.755182,0.376696,0.688556,0.121702
2016,1.528091,4.579883,0.372119,1.717430,0.363911,0.690510,0.123988
2017,1.536741,4.695641,0.376495,1.705440,0.355397,0.720875,0.125304
2018,1.529433,4.863315,0.372926,1.756796,0.339051,0.716717,0.125860
2019,1.481065,4.987792,0.400512,1.723982,0.343170,0.717006,0.126223
2020,1.367616,4.932419,0.378242,1.540070,0.312228,0.716617,0.121141
2021,1.448206,5.177648,0.395956,1.626842,0.341748,0.744156,0.118636
