"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1959,1.688901,0.222444,0.145414,3.712370,0.362809,0.257456,1.922363
1960,1.785296,0.243481,0.150400,3.735319,0.350109,0.319575,1.997658
1961,1.832115,0.215170,0.151941,3.656759,0.347649,0.325356,2.006833
1962,1.914670,0.200268,0.152275,3.724288,0.367313,0.365755,2.032954
1963,2.016726,0.205681,0.157528,3.813167,0.354752,0.401732,2.126674
1964,2.098380,0.210099,0.168733,3.936233,0.368798,0.457060,2.258249
1965,2.141961,0.222202,0.181547,4.033722,0.371935,0.529970,2.438118
1966,2.198390,0.234741,0.183218,4.168584,0.377711,0.592584,2.388916
1967,2.230046,0.232467,0.191526,4.282031,0.393607,0.594342,2.493263
1968,2.317806,0.249407,0.202661,4.387046,0.410553,0.664427,2.544583
1969,2.428523,0.276455,0.213238,4.532373,0.435765,0.731648,2.633548
1970,2.531633,0.322194,0.226295,4.809728,0.468611,0.755053,2.673749
1971,2.610926,0.341849,0.241778,4.777576,0.472833,0.859163,2.697666
1972,2.687897,0.353446,0.249801,4.939538,0.484312,0.900037,2.717349
1973,2.790687,0.365035,0.261386,5.084212,0.517614,1.037719,2.920169
1974,2.781494,0.362800,0.261416,4.877125,0.530555,1.043304,2.906505
1975,2.781601,0.376546,0.253539,4.691881,0.517268,0.991957,2.906340
1976,2.917146,0.387292,0.267432,4.895003,0.529631,1.123436,2.857993
1977,2.924686,0.405427,0.268122,4.970670,0.530382,1.143726,3.038859
1978,3.002921,0.418439,0.278272,4.975986,0.542414,1.116422,3.166915
1979,3.060232,0.426506,0.291667,4.999031,0.564903,1.152475,3.158957
1980,3.047888,0.419684,0.304146,4.776189,0.564794,1.087833,3.358208
1981,2.924501,0.409257,0.302577,4.609308,0.530356,1.046390,3.427380
1982,2.889445,0.415881,0.306171,4.354253,0.522270,1.032745,3.443605
1983,2.880421,0.423585,0.309417,4.258145,0.498771,1.054249,3.268787
1984,2.888742,0.440605,0.328629,4.411181,0.501243,1.068854,3.394186
1985,3.002527,0.456436,0.327539,4.356629,0.504436,1.116490,3.449860
1986,2.995345,0.465587,0.329844,4.305189,0.505092,1.151763,3.401710
1987,2.990718,0.477971,0.320671,4.414806,0.521496,1.141879,3.571717
1988,2.993215,0.507711,0.327870,4.557772,0.529590,1.181171,3.599620
1989,2.969080,0.513992,0.307288,4.582968,0.523228,1.213412,3.753230
1990,3.036308,0.520497,0.282046,4.502770,0.526045,1.214846,3.704247
1991,2.915622,0.532619,0.287136,4.395353,0.521427,1.303709,3.674397
1992,2.667713,0.544397,0.271651,4.422495,0.519930,1.387414,3.713397
1993,2.555144,0.557191,0.280766,4.433063,0.536743,1.469204,3.724337
1994,2.418000,0.573286,0.278016,4.454735,0.543742,1.492832,3.743645
1995,2.409291,0.595266,0.290925,4.431805,0.560539,1.405998,3.831197
1996,2.426356,0.612733,0.287916,4.525395,0.573857,1.397231,3.878628
1997,2.349122,0.615235,0.291435,4.542519,0.595875,1.344522,3.945375
1998,2.339931,0.582066,0.293291,4.532167,0.620885,1.368332,4.039230
1999,2.309714,0.603511,0.283710,4.534814,0.627159,1.448042,4.120236
2000,2.309827,0.618719,0.295501,4.634776,0.614097,1.561425,4.153162
2001,2.357918,0.622042,0.287501,4.515932,0.616065,1.551340,4.206274
2002,2.345565,0.654382,0.283153,4.495871,0.620292,1.542533,4.205922
2003,2.398135,0.713249,0.299266,4.515742,0.623818,1.613774,4.256796
2004,2.407787,0.746292,0.312811,4.531390,0.620298,1.720689,4.340639
2005,2.401414,0.794862,0.311117,4.507452,0.637778,1.750252,4.338013
2006,2.435342,0.838547,0.312730,4.413510,0.642762,1.827701,4.339814
2007,2.413995,0.880750,0.316598,4.431829,0.654991,1.779755,4.335671
2008,2.380301,0.914030,0.321857,4.251586,0.687585,1.871234,4.312340
2009,2.184408,0.936530,0.311157,3.916383,0.670316,1.909399,4.239759
2010,2.265320,1.000645,0.314305,3.996319,0.719149,1.958230,4.170716
2011,2.233852,1.069650,0.315559,3.894654,0.724002,1.968733,4.096151
2012,2.211311,1.096081,0.309595,3.748302,0.738610,2.069242,4.073807
2013,2.149618,1.104932,0.303858,3.788894,0.767868,1.987911,3.935943
2014,2.061668,1.109499,0.314982,3.772721,0.772279,2.044209,3.855616
2015,2.059055,1.100815,0.300918,3.652431,0.749126,2.093854,3.869836
2016,2.053109,1.096517,0.302143,3.541788,0.716722,2.060611,3.883090
2017,2.061575,1.113887,0.298141,3.485848,0.693415,2.116080,3.863613
2018,2.049248,1.143775,0.288034,3.561668,0.655533,2.070568,3.820727
2019,1.982214,1.163837,0.301784,3.468850,0.657808,2.039051,3.771432
2020,1.830272,1.142557,0.278095,3.080813,0.593856,2.013910,3.571695
2021,1.940842,1.191982,0.284225,3.241238,0.645636,2.069685,3.461257
