"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,26.090930,16.264627,4.434272,2.293223,1.394135,1.704673
1991,20.074428,10.513446,4.377181,2.303213,1.176480,1.704108
1992,16.210867,7.222030,4.062234,2.153517,1.069080,1.704006
1993,12.718873,4.401489,3.983822,1.849232,0.781121,1.703208
1994,11.184026,3.254170,3.835363,1.659878,0.732204,1.702411
1995,10.493313,2.720712,3.705413,1.631822,0.733752,1.701613
1996,9.039290,1.789067,3.491698,1.443618,0.614092,1.700815
1997,8.813539,1.592861,3.459278,1.475864,0.585518,1.700018
1998,8.649652,1.574029,3.392194,1.376701,0.607507,1.699220
1999,8.801307,1.600572,3.437110,1.352484,0.712720,1.698422
2000,9.102560,1.662378,3.528509,1.372963,0.838025,1.700684
2001,10.305088,2.623693,3.632994,1.344963,0.901325,1.802113
2002,10.520186,2.471846,3.717572,1.511489,0.960585,1.858695
2003,11.106143,2.696847,3.901197,1.593317,0.999200,1.915582
2004,12.159212,3.046292,4.108136,1.910749,1.121698,1.972337
2005,12.362556,3.136230,4.303133,1.702417,1.191433,2.029344
2006,12.378580,2.725623,4.431854,1.826610,1.308059,2.086433
2007,13.660450,3.179942,5.024106,1.980847,1.332599,2.142956
2008,13.680018,2.884240,5.222388,2.100403,1.272954,2.200033
2009,12.973211,2.257902,5.329381,1.969529,1.159377,2.257023
2010,13.164515,2.320123,5.491976,1.899591,1.136118,2.316707
2011,13.178522,2.255896,5.711360,1.909657,0.927809,2.373799
2012,13.623850,3.021426,5.920852,2.007886,0.921567,1.752120
2013,13.616708,3.142157,6.088397,2.108057,0.760535,1.517562
2014,14.864036,4.675214,6.287231,2.128079,0.491858,1.281654
2015,15.286370,4.977095,6.535784,2.178430,0.549313,1.045747
2016,15.997121,5.847065,6.466263,2.336333,0.537604,0.809855
2017,16.909806,6.950438,6.540487,2.375003,0.469910,0.573969
2018,17.978054,8.173775,6.614027,2.388546,0.463618,0.338088
2019,18.874136,9.120397,6.723697,2.438451,0.492298,0.099294
2020,19.049545,9.375053,6.868064,2.480100,0.459476,-0.133148
2021,19.073911,9.554674,7.088576,2.465008,0.394292,-0.428639
2022,19.468143,9.817889,7.367970,2.591842,0.414538,-0.724097
