"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-1.550831,0.066181,0,0,0,3.189322,0,0
1991,-1.551396,0.066181,0,0,0,3.189322,0,0
1992,-1.551498,0.066181,0,0,0,3.189322,0,0
1993,-1.552295,0.066181,0,0,0,3.189322,0,0
1994,-1.553093,0.066181,0,0,0,3.189322,0,0
1995,-1.553891,0.066181,0,0,0,3.189322,0,0
1996,-1.554688,0.066181,0,0,0,3.189322,0,0
1997,-1.555486,0.066181,0,0,0,3.189322,0,0
1998,-1.556284,0.066181,0,0,0,3.189322,0,0
1999,-1.557081,0.066181,0,0,0,3.189322,0,0
2000,-1.554819,0.066181,0,0,0,3.189322,0,0
2001,-1.563331,0.041461,0,0,0,3.323983,0,0
2002,-1.569974,0.046978,0,0,0,3.381690,0,0
2003,-1.576311,0.052495,0,0,0,3.439398,0,0
2004,-1.582781,0.058012,0,0,0,3.497106,0,0
2005,-1.588999,0.063529,0,0,0,3.554814,0,0
2006,-1.595135,0.069046,0,0,0,3.612522,0,0
2007,-1.601837,0.074563,0,0,0,3.670229,0,0
2008,-1.607984,0.080080,0,0,0,3.727937,0,0
2009,-1.614219,0.085597,0,0,0,3.785645,0,0
2010,-1.617760,0.091114,0,0,0,3.843353,0,0
2011,-1.623893,0.096631,0,0,0,3.901060,0,0
2012,-1.629114,0.110806,-0.204828,0,0,3.475255,0,0
2013,-1.633621,0.114391,-0.288965,0,0,3.325757,0,0
2014,-1.639478,0.117976,-0.373102,0,0,3.176259,0,0
2015,-1.645335,0.121560,-0.457239,0,0,3.026760,0,0
2016,-1.651176,0.125145,-0.541376,0,0,2.877262,0,0
2017,-1.657012,0.128730,-0.625513,0,0,2.727763,0,0
2018,-1.662842,0.132315,-0.709650,0,0,2.578265,0,0
2019,-1.671585,0.135900,-0.793788,0,0,2.428766,0,0
2020,-1.673977,0.139485,-0.877925,0,0,2.279268,0,0
2021,-1.676192,0.137553,-0.962062,0,0,2.072062,0,0
2022,-1.678374,0.135621,-1.046199,0,0,1.864856,0,0
