"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,14.856842,1.817377,2.870817,2.475570,1.658830,6.034248,,
1991,9.292970,1.706583,2.477032,1.481584,1.566224,2.061546,,
1992,6.487637,1.718067,1.828595,0.658178,1.512345,0.770453,,
1993,4.030830,1.302601,0.800982,0.327024,1.400533,0.199690,,
1994,2.997692,0.728454,0.527165,0.176952,1.199438,0.365683,,
1995,2.497322,0.574361,0.304564,0.054060,1.050389,0.513948,,
1996,1.644155,0.606853,0.046074,0.048928,0.776663,0.165638,,
1997,1.470443,0.703375,0.002833,0.095928,0.564841,0.103466,,
1998,1.442778,0.700281,0.001593,0.093248,0.563589,0.084066,,
1999,1.431317,0.705245,0.000885,0.082254,0.571475,0.071458,,
2000,1.391016,0.575500,0.034604,0.055921,0.644302,0.080690,,
2001,2.352646,0.555941,0.018942,0.356677,0.847166,0.573920,,
2002,2.127875,0.471805,0.051889,0.491268,0.773167,0.339747,,
2003,2.301615,0.512186,0.041073,0.561130,0.886495,0.300731,,
2004,2.529207,0.595575,0.103301,0.571851,0.899336,0.359144,,
2005,2.571430,0.599681,0.187996,0.661837,0.835690,0.286227,,
2006,2.106938,0.600540,0.148357,0.272167,0.948129,0.137745,,
2007,2.596881,0.319340,0.143299,0.389680,1.292461,0.452100,,
2008,2.414222,0.207548,0.096191,0.406853,1.165772,0.537858,,
2009,1.884179,0.091056,0.046755,0.410848,0.787654,0.547866,,
2010,1.895380,0.045621,0.069100,0.447059,0.763950,0.569650,,
2011,2.019387,0.049170,0.071786,0.481633,0.779852,0.636946,,
2012,2.797034,0.050247,0.162766,0.682957,0.670588,1.230475,,
2013,2.936655,0.070490,0.163453,0.734727,0.448307,1.519678,,
2014,4.254350,0.201282,0.328524,1.395189,0.451538,1.877817,,
2015,4.387299,0.290866,0.339984,1.175603,0.460624,2.120222,,
2016,5.110522,0.533846,0.670694,1.120953,1.467946,1.317083,,
2017,5.703319,0.989361,1.104109,1.006070,1.449381,1.154397,,
2018,6.557496,1.531408,1.514446,1.059619,1.441372,1.010651,,
2019,7.313926,1.877321,1.582867,1.193335,1.491344,1.169058,,
2020,7.578518,2.091663,1.272480,1.525784,1.570958,1.117632,,
2021,7.776299,1.714465,1.494599,1.685736,1.702944,1.178555,,
2022,7.991607,1.690506,1.433291,2.076799,1.685427,1.105584,,
