"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,0,0,-1.120000,0,0,0,0
2021,0,0,0.830000,0,0,0,0
2022,0,0,1.010000,0,0,0,0
2023,0,0,0.630000,0,0,0,0
2024,0,0,0.230000,0,0,0,0
2025,0,0,1.550000,0,0,0,0
2026,0.020000,0.010000,-0.070000,0,0,0,0
