"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2019,0.810000,2.920000,-0.190000,0,0,0,0,1.200000
2020,9.120000,-17.080000,1.490000,0,0,0.230000,0,-0.900000
2021,-6,6.640000,3.090000,0,0,0.250000,0,0.750000
2022,-1.870000,6.850000,0.570000,0,0,0.530000,0,1.470000
2023,3.760000,0.860000,-1.020000,0,0,0.490000,0,-0.540000
2024,3.900000,2.090000,3.010000,0,0,0.880000,0,0.440000
2025,4.300000,-3.430000,0.720000,0,0,0.390000,0,0.990000
2026,0.290000,1.460000,-0.540000,0,0,0.060000,0,0.200000
