"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,15.835395,1.000138,0.482055,13.017008,0.574287,0.761907
1991,16.157505,1.084009,0.510975,13.181111,0.625844,0.755567
1992,16.055984,1.157513,0.517737,12.936779,0.685053,0.758902
1993,17.168488,1.188097,0.525635,13.990193,0.709659,0.754904
1994,18.478307,1.278439,0.533532,15.164358,0.745969,0.756009
1995,16.659762,1.360115,0.541430,13.210982,0.792673,0.754562
1996,16.751928,1.549416,0.549328,13.083717,0.814983,0.754485
1997,20.285985,1.774262,0.557226,16.346501,0.853422,0.754573
1998,21.561860,1.624455,0.565124,17.753533,0.846282,0.772465
1999,21.558029,1.878377,0.573022,17.460640,0.891406,0.754584
2000,21.829007,2.010323,0.742147,17.412632,0.909552,0.754352
2001,18.763029,2.164348,0.396174,14.535456,0.911262,0.755791
2002,19.630244,2.271398,0.498320,15.143565,0.947765,0.769196
2003,21.575128,2.493072,0.734422,16.617285,0.961485,0.768865
2004,24.105169,2.808056,0.768555,18.749915,1.009989,0.768655
2005,26.277235,2.870766,0.803470,20.781977,1.042094,0.778927
2006,24.542054,2.721585,0.670897,19.314207,1.066446,0.768920
2007,27.143753,2.935703,0.673169,21.669466,1.096218,0.769196
2008,28.252623,3.104813,0.517186,22.779457,1.096218,0.754948
2009,22.785821,3.052496,0.084075,17.757846,1.120109,0.771295
2010,24.320332,3.350225,0.086348,18.794031,1.308051,0.781677
2011,24.143722,3.389072,0.088228,18.588494,1.323532,0.754396
2012,26.586414,3.801081,0.092425,20.556719,1.376955,0.759234
2013,25.514639,4.063439,0.092425,19.177178,1.411454,0.770143
2014,26.945807,4.315412,0.093910,20.321369,1.431202,0.783914
2015,25.388036,4.260415,0.168045,18.729530,1.465974,0.764071
2016,25.844156,4.450888,0.237240,18.681248,1.493057,0.981723
2017,27.322230,4.489581,0.213817,20.369679,1.493057,0.756095
2018,26.679565,4.542594,0.198293,19.655089,1.518866,0.764723
2019,24.719955,4.656025,0.201564,17.582212,1.490555,0.789599
2020,24.107172,4.297009,0.153957,17.378405,1.512689,0.765112
2021,22.300663,4.104817,0.104543,15.813613,1.484113,0.793576
