"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,-113.269273,64.423582,23.095031,4.196380,0.005593,-204.989858
1991,-88.473820,74.276878,24.524186,4.281739,0.012173,-191.568796
1992,-59.457860,80.051815,25.384343,4.254836,0.019575,-169.168429
1993,-94.514064,80.213596,29.502641,4.549649,0.025991,-208.805940
1994,-68.261127,87.392944,30.256731,4.896751,0.032571,-190.840125
1995,-84.876306,90.053659,32.963919,4.414837,0.039316,-212.348036
1996,-66.714294,105.921701,36.056972,4.439261,0.046060,-213.178288
1997,-68.748551,123.637748,39.285969,5.375786,0.135412,-237.183467
1998,-56.010425,112.465603,38.790741,5.713893,0.188411,-213.169074
1999,-75.668288,124.935923,42.242992,5.712878,0.241411,-248.801492
2000,4.790418,137.245389,44.687099,5.784687,1.477645,-184.404402
2001,-32.044742,142.944109,46.218066,4.972203,1.706290,-227.885410
2002,-38.669119,151.316509,46.187448,5.202015,1.825387,-243.200478
2003,-22.298432,164.549880,48.497879,5.717409,1.686666,-242.750265
2004,6.538535,178.464490,51.711950,6.387870,1.825718,-231.851493
2005,56.086989,190.902738,55.851817,6.963467,1.916751,-199.547784
2006,16.246310,190.552480,55.825696,6.503644,1.931830,-238.567339
2007,80.984058,204.822605,56.738528,7.193094,2.013314,-189.783484
2008,41.815653,214.040397,57.714214,7.486945,2.113545,-239.539449
2009,85.189440,204.361853,57.853481,6.038242,2.175022,-185.239159
2010,96.646811,217.453779,59.970141,6.444888,2.243381,-189.465378
2011,44.319490,216.683171,60.324089,6.398086,2.429541,-241.515398
2012,83.365192,233.049931,60.873051,7.045400,3.452918,-221.056109
2013,65.974334,240.490411,58.796188,6.761379,3.568660,-243.642304
2014,90.182832,249.292723,53.870006,7.140639,3.896731,-224.017267
2015,113.780484,252.651589,52.966142,6.727830,5.398083,-203.963160
2016,95.923099,249.605508,56.024107,6.848701,5.695762,-222.250978
2017,80.980431,252.015676,52.441082,7.240391,5.648108,-236.364826
2018,122.330625,258.278068,51.133718,7.070085,5.841211,-199.992457
2019,113.043570,268.851301,50.716246,6.550788,6.348283,-219.423048
2020,85.352959,272.247851,48.178799,6.388401,5.848845,-247.310937
2021,106.533540,272.291201,44.425767,5.909676,6.339384,-222.432489
