"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2018,0.670000,0.030000,-0.200000,"NaN",-0.030000,-0.010000,"NaN"
2019,-0.050000,0.200000,0.050000,"NaN",0.030000,0,"NaN"
2020,0.030000,-0.360000,0.180000,"NaN",0,0.010000,"NaN"
2021,0.200000,0,-0.070000,"NaN",-0.010000,0.010000,"NaN"
2022,0.400000,-0.120000,0.020000,"NaN",-0.020000,0.040000,"NaN"
2023,0.680000,0.140000,-0.050000,"NaN",0.040000,0.060000,"NaN"
2024,0.200000,-0.160000,0.270000,"NaN",-0.020000,0.060000,"NaN"
