"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,,82.818476,84.020986,84.313566,84.243207,82.492383,83.150001,83.274332,83.307497,83.300998,82.909338,82.997809,83.301247,83.403720,83.375364,83.375364,83.375364,83.425548,83.425552,83.438040,83.438040,83.438039,83.436790,83.436790
1991,,82.844386,83.735318,83.866764,83.795735,82.979961,82.877195,82.990949,83.023488,83.016870,82.677717,82.768064,83.284637,83.390355,83.350936,83.350936,83.350936,83.401121,83.401121,83.407498,83.407498,83.407498,83.406249,83.406249
1992,,84.442879,84.682234,85.242641,85.184304,84.713560,84.590051,84.692441,84.725465,84.718813,84.352813,84.436714,84.845096,84.949026,84.915798,84.915798,84.915798,84.982711,84.982711,84.975654,84.975654,84.975661,84.973992,84.973992
1993,,84.540111,85.290411,85.408593,85.361130,84.530108,84.243198,84.039085,84.071089,84.064676,83.663488,83.742306,84.162147,84.263008,84.229454,84.229454,84.229454,84.296366,84.296366,84.284958,84.284958,84.284959,84.283290,84.283290
1994,,86.428306,87.196622,87.306799,87.261440,86.645787,86.364839,86.314822,86.345785,86.339796,85.914303,85.997165,86.329205,86.425857,86.391992,86.391992,86.391992,86.442177,86.442177,86.430258,86.430258,86.430254,86.429005,86.429005
1995,,86.705373,87.343819,87.426118,87.387250,87.056126,86.751699,86.775840,86.805763,86.800088,86.349530,86.441724,86.890088,86.980646,86.945641,86.945641,86.945641,86.979098,86.979098,86.963204,86.963204,86.963205,86.962366,86.962366
1996,,89.041227,89.549930,89.622756,89.579023,89.315017,89.038679,88.893984,88.922866,88.917191,88.435011,88.526499,89.045386,89.134425,89.098551,89.098551,89.098551,89.132008,89.132008,89.114955,89.114955,89.114947,89.114108,89.114108
1997,,93.637476,94.291799,94.361239,94.321961,94.152557,93.688968,93.741076,93.768986,93.763234,93.217763,93.307616,93.750095,93.839870,93.804204,93.804204,93.804204,93.820932,93.820932,93.801558,93.801558,93.801540,93.801120,93.801120
1998,,98.288814,98.860630,98.965823,98.927835,98.803250,98.627345,98.652373,98.678113,98.671772,98.114859,98.205510,98.572338,98.663194,98.624771,98.624771,98.624771,98.641499,98.641499,98.621793,98.621793,98.621795,98.621376,98.621376
1999,,97.593746,98.236621,98.141084,98.139512,98.225791,97.863167,98.052602,98.075207,98.068258,97.408239,97.494147,97.883359,97.979778,97.941650,97.941650,97.941650,97.958378,97.958378,97.934815,97.934815,97.934808,97.934389,97.934389
2000,,103.429177,104.112408,103.962814,103.938536,103.683543,103.439412,103.197281,103.217239,103.210173,102.500561,102.571650,102.925733,103.019665,102.982298,102.982298,102.982298,102.999026,102.999026,102.973167,102.973167,102.973181,102.972761,102.972761
2001,105.874852,105.506201,106.334284,106.209846,106.190619,106.022973,105.636928,105.550798,105.576769,105.569727,104.897476,104.975731,105.312391,105.407308,105.368975,105.368972,105.368972,105.385700,105.385700,105.361862,105.361862,105.361875,105.361455,105.361455
2002,,105.503834,106.163037,105.905186,105.881528,105.681338,105.275082,105.200230,105.223609,105.216194,104.634734,104.714343,104.959904,105.051466,105.011400,105.011398,105.011398,105.020957,105.020957,105.000510,105.000510,105.000513,105.000270,105.000270
2003,,,109.977119,109.914385,109.898387,109.901081,109.503936,109.334284,109.358564,109.351324,108.712714,108.788755,109.031378,109.126568,109.083181,109.083182,109.083182,109.089754,109.089754,109.066728,109.066728,109.066717,109.066557,109.066557
2004,,,,110.280159,110.277949,110.201851,109.749976,109.621424,109.643254,109.635705,109.039060,109.112690,109.473546,109.571061,109.530025,109.530021,109.530021,109.546749,109.546749,109.485277,109.485277,109.485266,109.484846,109.484846
2005,,,,,111.668157,110.499475,111.046804,113.361603,113.384147,113.407802,112.802289,112.894370,113.124945,113.219822,113.925068,113.925112,113.925112,113.930967,113.930967,113.888965,113.888965,113.888958,113.888813,113.888813
2006,,,,,,109.666026,109.624738,111.435758,111.930215,111.928390,111.223374,111.383527,111.681857,111.777744,112.464915,112.464910,112.464910,112.472438,112.472438,112.419545,112.419545,112.419550,112.419365,112.419365
2007,,,,,,,113.565830,114.444495,114.450239,114.442267,113.691406,113.848648,114.030745,114.127554,114.582590,114.582633,114.582633,114.592335,114.592335,114.545692,114.545692,114.545690,114.545452,114.545452
2008,,,,,,,,110.063101,110.112904,110.707286,109.909565,110.005376,110.161512,110.255766,111.112523,111.112528,111.112528,111.125242,111.125242,111.080374,111.080374,111.080354,111.080038,111.080038
2009,,,,,,,,,104.336165,104.472440,103.577266,103.712600,103.879072,103.969784,104.340558,104.340534,104.340534,104.354753,104.354753,104.319843,104.319843,104.319837,104.319483,104.319483
2010,,,,,,,,,,97.468854,96.558511,96.758267,96.941577,97.035083,97.342976,97.342976,97.342976,97.361504,97.361427,97.354150,97.354150,97.354137,97.354138,97.354138
2011,,,,,,,,,,,94.813627,94.250734,94.014700,94.102944,94.531704,94.531703,94.531703,94.549577,94.549566,94.505232,94.505232,94.505220,94.505223,94.505351
2012,,,,,,,,,,,,90.472386,90.625181,90.710574,91.417803,91.417801,91.417801,91.430100,91.430548,91.392589,91.392589,91.392593,91.392592,91.394371
2013,,,,,,,,,,,,,82.917420,82.910626,81.722583,81.722580,81.722580,81.735054,81.736129,81.713260,81.713260,81.713254,81.713258,81.715258
2014,,,,,,,,,,,,,,79.628274,78.657956,78.655816,78.649889,78.659796,78.662108,78.639618,78.636455,78.635693,78.635697,78.639845
2015,,,,,,,,,,,,,,,74.962944,74.962452,74.959045,74.957905,74.961086,74.927631,74.927631,74.926665,74.926667,74.932223
2016,,,,,,,,,,,,,,,,71.373081,71.367429,71.368361,71.372744,71.364164,71.361001,71.359607,71.359610,71.364770
2017,,,,,,,,,,,,,,,,,74.844845,74.852846,74.855081,74.845050,74.843444,74.841755,74.841752,74.847380
2018,,,,,,,,,,,,,,,,,,71.797869,71.807547,71.781990,71.780902,71.778094,71.778094,71.785006
2019,,,,,,,,,,,,,,,,,,,65.735923,65.756232,65.759480,65.736281,65.736325,65.742561
2020,,,,,,,,,,,,,,,,,,,,55.610277,55.619770,55.558178,55.576927,55.584178
2021,,,,,,,,,,,,,,,,,,,,,57.556329,57.519206,57.527911,57.532731
2022,,,,,,,,,,,,,,,,,,,,,,58.122294,57.609048,57.580708
2023,,,,,,,,,,,,,,,,,,,,,,,51.988223,51.964978
2024,,,,,,,,,,,,,,,,,,,,,,,,53.712535
