"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,,76.471072,77.065449,77.207339,77.137130,75.386307,76.229455,75.241439,75.241439,75.241439,74.877741,74.433655,74.692891,74.692891,74.664535,74.664535,74.664535,74.664535,74.664539,74.677027,74.677027,74.677027,74.677027
1991,,76.447284,76.839050,76.796796,76.725917,75.910143,75.980697,75.028428,75.028428,75.028428,74.716390,74.295993,74.777690,74.777690,74.738271,74.738271,74.738271,74.738271,74.738271,74.744649,74.744649,74.744649,74.744649
1992,,78.082244,77.729739,78.106589,78.048403,77.577659,77.577104,76.698669,76.698669,76.698669,76.358938,76.319957,76.712413,76.712413,76.679185,76.679185,76.679185,76.679185,76.679185,76.672128,76.672128,76.672128,76.672128
1993,,78.188284,78.162054,78.175304,78.127992,77.296970,77.296361,76.350036,76.350036,76.350036,75.978530,75.934174,76.350949,76.350949,76.317395,76.317395,76.317395,76.317395,76.317395,76.305987,76.305987,76.305987,76.305987
1994,,80.049175,80.087081,80.127267,80.082058,79.466405,79.465775,78.624044,78.624044,78.624044,78.226970,78.185791,78.522736,78.522736,78.488872,78.488872,78.488872,78.488872,78.488872,78.476954,78.476954,78.476954,78.476954
1995,,79.795514,79.772154,79.794376,79.755659,79.424534,79.423866,78.579709,78.579709,78.579709,78.158805,78.117734,78.575000,78.575000,78.539995,78.539995,78.539995,78.539995,78.539995,78.524102,78.524102,78.524102,78.524102
1996,,82.056312,81.987520,82.001579,81.957997,81.693991,81.693274,80.696292,80.696292,80.696292,80.244671,80.202518,80.733855,80.733855,80.697981,80.697981,80.697981,80.697981,80.697981,80.680928,80.680928,80.680928,80.680928
1997,,86.515795,86.442414,86.471344,86.432217,86.262813,86.261998,85.445429,85.445497,85.362328,84.849242,84.804754,85.246030,85.246030,85.210364,85.210364,85.210364,85.210364,85.210364,85.190989,85.190989,85.190989,85.190989
1998,,91.285389,91.203640,91.220844,91.183007,91.058422,90.938093,90.207937,90.207937,90.034423,89.512533,89.469356,89.833749,89.833749,89.795326,89.795326,89.795326,89.795326,89.795326,89.775620,89.775620,89.775620,89.775620
1999,,90.590113,90.324009,90.301637,90.300215,90.386494,90.180786,89.561621,89.563116,89.502267,88.878238,88.830671,89.246070,89.246070,89.207942,89.207942,89.207942,89.207942,89.207942,89.184378,89.184378,89.184378,89.184378
2000,,95.802688,95.897857,95.934496,95.910368,95.655374,95.464584,94.430084,94.431580,94.431580,93.754925,93.688966,94.077785,94.077785,94.040418,94.040418,94.040418,94.040418,94.040418,94.014559,94.014559,94.014559,94.014559
2001,97.717522,97.862158,98.002407,98.055763,98.036686,97.869041,97.778682,96.772601,96.774097,96.774097,96.133410,96.074007,96.431055,96.431038,96.392706,96.392703,96.392703,96.392703,96.392703,96.368865,96.368865,96.368865,96.368865
2002,,97.811582,97.887114,97.877060,97.853814,97.653624,97.527083,96.517457,96.518952,96.508912,95.960242,95.907489,96.173086,96.173155,96.133089,96.133087,96.133087,96.133087,96.133087,96.112640,96.112640,96.112640,96.112640
2003,,,101.624826,101.826961,101.811748,101.814442,101.620855,100.491666,100.493161,100.478636,99.868846,99.811375,100.081808,100.081904,100.038517,100.038518,100.038518,100.038518,100.038518,100.015492,100.015492,100.015492,100.015492
