"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.176200,0.237600,
1962,,,,0.188200,0.278400,
1963,,,,0.206500,0.318700,
1964,,,,0.184800,0.319700,
1965,,,,0.212000,0.437100,
1966,,,,0.210000,0.532900,
1967,,,,0.198000,0.459300,
1968,,,,0.243000,0.494600,0.000700
1969,,,,0.263000,0.503000,0.000500
1970,,,,0.272000,0.487000,0.000500
1971,,,,0.274000,0.472700,0.000500
1972,,,,0.328000,0.536400,0.000500
1973,,,,0.351000,0.481000,0.000500
1974,,,,0.305000,0.323300,0.002100
1975,,,,0.337000,0.297200,0.003100
1976,,,,0.366000,0.473100,0.013900
1977,,,,0.420200,0.430900,0.005500
1978,,,,0.425200,0.451100,0.007550
1979,,,,0.390200,0.660100,0.006250
1980,,,,0.380200,0.544600,0.003700
1981,,,,0.350000,0.384000,0.002000
1982,,,,0.363200,0.350700,0.011500
1983,,,,0.323200,0.387200,0.004300
1984,,,,0.321200,0.354700,0.006200
1985,,,,0.305200,0.384900,0.003400
1986,,,,0.454200,0.431500,0.002400
1987,,,,0.428200,0.522000,0.003300
1988,,,,0.410200,0.413900,0.003500
1989,,,,0.417200,0.621600,0.014900
1990,0.355200,0.592800,0.021900,0.355200,0.592800,0.021900
1991,0.387000,0.550200,0.021900,0.387000,0.550200,0.021900
1992,0.337000,0.545359,0.029809,0.337000,0.545359,0.029809
1993,0.337000,0.360163,0.012400,0.337000,0.360163,0.012400
1994,0.337000,0.395144,0.008403,0.337000,0.395144,0.008403
1995,0.337000,0.205400,0.020700,0.337000,0.205400,0.020700
1996,0.337000,0.466100,0.009800,0.337000,0.466100,0.009800
1997,0.130000,0.910100,0.102000,0.130000,0.910100,0.102000
1998,0.137000,0.411100,0.010600,0.137000,0.411100,0.010600
1999,0.140000,0.780000,0.016330,0.140000,0.780000,0.016330
2000,0.122574,0.757610,0.011347,0.122574,0.757610,0.011347
2001,0.122574,0.762927,0.015857,0.122574,0.762927,0.015857
2002,0.195802,0.838229,0.012361,0.195802,0.838229,0.012361
2003,0.191080,1.001638,0.010907,0.191080,1.001638,0.010907
2004,0.191080,0.918251,0.018471,0.191080,0.918251,0.018471
2005,0.191080,0.874151,0.013111,0.191080,0.874151,0.013111
2006,0.108000,0.897950,0.008720,0.108000,0.897950,0.008720
2007,0.108000,0.928420,0.013780,0.108000,0.928420,0.013780
2008,0.108000,0.670100,0.010900,0.108000,0.670100,0.010900
2009,0.105964,0.446000,0.017260,0.105964,0.446000,0.017260
2010,0.118216,0.370480,0.018491,0.118216,0.370480,0.018491
2011,0.108000,0.288700,0.024868,0.108000,0.288700,0.024868
2012,0.108000,0.226550,0.026450,0.108000,0.226550,0.026450
2013,0.108000,0.223080,0.017183,0.108000,0.223080,0.017183
2014,0.108000,0.279850,0.015947,0.108000,0.279850,0.015947
2015,0.108000,0.290000,0.013000,0.108000,0.290000,0.013000
2016,0.108000,0.290000,0.013000,0.108000,0.290000,0.013000
2017,0.052554,0.258789,0.010363,0.052554,0.258789,0.010363
2018,0.065805,0.269064,0.009199,0.065805,0.269064,0.009199
2019,0.065805,0.292823,0.009199,0.065805,0.292823,0.009199
2020,0.065805,0.254494,0.007740,0.065805,0.254494,0.007740
2021,0.065805,0.254494,0.007740,0.065805,0.254494,0.007740
2022,0.065805,0.254494,0.007740,0.065805,0.254494,0.007740
2023,0.065805,0.254494,0.007740,0.065805,0.254494,0.007740
