"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.072000,0.048600,0
1962,,,,0.072000,0.040200,0.000500
1963,,,,0.080000,0.049600,0.000900
1964,,,,0.090000,0.051600,0.002400
1965,,,,0.100000,0.066700,0.004500
1966,,,,0.110000,0.070400,0.004700
1967,,,,0.125000,0.068000,0.008500
1968,,,,0.136000,0.069900,0.003800
1969,,,,0.145000,0.071700,0.006000
1970,,,,0.125000,0.072700,0.005900
1971,,,,0.135000,0.109400,0.008600
1972,,,,0.160000,0.137800,0.008400
1973,,,,0.235000,0.143700,0.005100
1974,,,,0.234000,0.144500,0.008600
1975,,,,0.211000,0.168300,0.010900
1976,,,,0.214000,0.190300,0.010700
1977,,,,0.213000,0.129100,0.014100
1978,,,,0.196000,0.132800,0.012100
1979,,,,0.311000,0.145900,0.029000
1980,,,,0.307000,0.160000,0.043900
1981,,,,0.287000,0.174100,0.043400
1982,,,,0.266000,0.206700,0.041700
1983,,,,0.277000,0.221000,0.017000
1984,,,,0.294000,0.210400,0.020500
1985,,,,0.282000,0.211600,0.025400
1986,,,,0.283000,0.214400,0.021400
1987,,,,0.280000,0.242400,0.024200
1988,,,,0.280000,0.255900,0.026200
1989,,,,0.280000,0.446000,0.062500
1990,0.361000,0.463300,0.056000,0.361000,0.463300,0.056000
1991,0.387000,0.355100,0.034800,0.387000,0.355100,0.034800
1992,0.387000,0.338605,0.025261,0.387000,0.338605,0.025261
1993,0.750000,0.376455,0.023231,0.750000,0.376455,0.023231
1994,0.750000,0.366288,0.020652,0.750000,0.366288,0.020652
1995,0.750000,0.195000,0.028200,0.750000,0.195000,0.028200
1996,0.750000,0.250600,0.024700,0.750000,0.250600,0.024700
1997,0.478000,0.553000,0.041300,0.478000,0.553000,0.041300
1998,0.622000,0.497600,0.041500,0.622000,0.379521,0.041420
1999,0.545000,0.583000,0.044000,0.545000,0.579157,0.044050
2000,0.496000,0.681932,0.062428,0.496000,0.681932,0.062428
2001,0.495000,0.647159,0.043396,0.495000,0.647159,0.043396
2002,0.493000,0.496804,0.057223,0.493000,0.496804,0.057223
2003,0.493000,0.757151,0.081254,0.493000,0.757151,0.081254
2004,0.510000,0.596695,0.072568,0.510000,0.596695,0.072568
2005,0.510000,0.709721,0.071868,0.510000,0.709721,0.071868
2006,0.412000,1.044220,0.067500,0.412000,1.044220,0.067500
2007,0.409000,0.701120,0.118770,0.409000,0.701120,0.118770
2008,0.409000,0.920783,0.073930,0.409000,0.920783,0.073930
2009,0.521729,0.790185,0.086325,0.521729,0.790185,0.086325
2010,0.607774,0.739967,0.088546,0.607774,0.739967,0.088546
2011,0.507896,0.634494,0.095089,0.507896,0.634494,0.095089
2012,0.409000,0.583945,0.087511,0.409000,0.583945,0.087511
2013,0.409000,0.637169,0.089610,0.409000,0.637169,0.089610
2014,0.409000,0.664899,0.097794,0.409000,0.664899,0.097794
2015,0.409000,0.664899,0.097794,0.409000,0.664899,0.097794
2016,0.409000,0.664899,0.097794,0.409000,0.664899,0.097794
2017,0.295846,0.738203,0.098099,0.295846,0.738203,0.098099
2018,0.320541,0.786310,0.118000,0.320541,0.786310,0.118000
2019,0.320541,0.795104,0.109139,0.320541,0.795104,0.109139
2020,0.320541,0.788561,0.128162,0.320541,0.788561,0.128162
2021,0.320541,0.788561,0.128162,0.320541,0.791048,0.130648
2022,0.320541,0.788561,0.128162,0.320541,0.791893,0.129333
2023,0.320541,0.788561,0.128162,0.320541,0.779913,0.129788
