"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,25.892495,2.753670,4.024734,18.153041,0.939370,0.021680
1991,25.438682,2.837875,3.400498,18.231254,0.952541,0.016514
1992,24.898602,2.848160,3.541060,17.509000,0.964600,0.035782
1993,23.039711,2.926853,3.389905,15.717642,0.969307,0.036005
1994,22.579657,3.024858,3.312952,15.216824,0.988661,0.036361
1995,23.263340,3.000999,3.302161,15.933888,0.997094,0.029197
1996,23.834232,3.023797,3.707342,16.074257,1.001768,0.027069
1997,23.307888,3.168673,3.316848,15.766229,1.017537,0.038600
1998,23.055893,3.440533,2.816338,15.715752,1.014800,0.068470
1999,22.851796,3.452495,2.908827,15.405035,1.054573,0.030867
2000,22.229315,3.073444,2.968883,14.997331,1.100590,0.089068
2001,21.704736,3.230986,2.573184,14.808533,1.047873,0.044161
2002,21.528403,3.305831,2.496556,14.649828,1.036083,0.040105
2003,21.266006,3.391078,2.337293,14.419848,1.074644,0.043142
2004,21.289588,3.280102,2.247483,14.639542,1.073909,0.048553
2005,20.682456,3.395526,2.243465,13.937013,1.056925,0.049526
2006,20.097845,3.505015,1.912541,13.554607,1.070519,0.055161
2007,20.515118,3.365307,1.903723,14.013574,1.091206,0.141309
2008,19.632728,3.297299,1.849819,13.351374,1.066699,0.067536
2009,18.412857,2.900242,1.673157,12.703219,1.066421,0.069818
2010,19.059785,2.593862,1.869518,13.456063,1.081616,0.058726
2011,18.251191,2.378410,2.018747,12.744640,1.052566,0.056828
2012,16.825292,1.709672,1.475315,12.531068,1.044269,0.064969
2013,15.797666,1.570115,0.551555,12.580679,1.039743,0.055575
2014,15.042021,1.651710,0.566384,11.741433,1.030027,0.052469
2015,14.786973,1.694838,0.542134,11.479377,1.018512,0.052112
2016,14.970689,1.587357,0.522132,11.780116,1.024119,0.056965
2017,15.209874,1.638241,0.536580,11.946299,1.035938,0.052816
2018,14.862870,1.646617,0.543539,11.565814,1.053117,0.053783
2019,14.841797,1.474957,0.539057,11.705439,1.052345,0.069999
2020,15.004971,1.278786,0.531006,12.154426,0.986679,0.054074
2021,14.969165,1.313139,0.485265,12.086331,0.994076,0.090354
2022,14.182364,1.521138,0.481102,11.129846,0.985478,0.064801
2023,14.162657,1.362868,0.479007,11.182606,0.983973,0.154202
