"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2002,,-1.891787,-5.459735,-5.459735,-5.480388,-5.480388,-5.278037,-3.320215,-3.221877,-3.079290,-2.969071,-2.874036,-2.778590,-2.881782,-2.903337,-2.782639,-2.787649,-2.787649,-2.787649,-2.787649,-2.976397,-2.998519,-3.007056
2003,,,-5.533463,-5.533463,-5.554117,-5.554117,-5.029082,-2.998707,-2.907659,-2.766767,-2.643282,-2.497872,-2.494413,-2.588729,-2.632470,-2.517738,-2.522611,-2.522611,-2.522611,-2.522611,-2.728979,-2.752028,-2.761207
2004,,,,-5.414520,-5.435174,-5.435174,-5.140036,-3.172576,-3.080298,-2.965923,-2.848552,-2.768658,-2.746879,-2.808076,-2.609093,-2.484381,-2.489119,-2.489119,-2.489119,-2.489119,-2.721771,-2.744609,-2.750409
2005,,,,,-5.440804,-5.244319,-5.001419,-3.154050,-3.056579,-2.896737,-2.777291,-2.701393,-2.667058,-3.078072,-3.388930,-3.303598,-3.308206,-3.308206,-3.308206,-3.308206,-3.553422,-3.575081,-3.576615
2006,,,,,,-5.217122,-5.092958,-3.242402,-3.148666,-2.957867,-2.842552,-2.710586,-2.611598,-3.219658,-3.463859,-3.333898,-3.338380,-3.338380,-3.338380,-3.338380,-3.628488,-3.648592,-3.651807
2007,,,,,,,-3.807957,-3.202443,-3.109156,-2.383646,-1.940262,-1.816508,-1.372597,-1.818247,-2.086448,-1.822418,-1.826777,-1.826777,-1.826777,-1.826777,-2.673540,-2.645732,-2.577827
2008,,,,,,,,-3.197143,-3.100233,-2.751344,-2.890901,-2.979178,-2.731120,-3.175957,-3.310906,-3.042059,-3.019046,-3.019046,-3.019046,-3.019046,-3.386613,-3.399520,-3.409083
2009,,,,,,,,,-3.043399,-2.836786,-2.636738,-2.821567,-2.873150,-3.289333,-3.377934,-3.098964,-3.103800,-3.103800,-3.103800,-3.103800,-3.494834,-3.499192,-3.509489
2010,,,,,,,,,,-2.649585,-2.606917,-2.911086,-2.765003,-3.278292,-3.351258,-3.072290,-3.076994,-3.076994,-3.076994,-3.076994,-3.426190,-3.435669,-3.444941
2011,,,,,,,,,,,-2.553090,-2.965967,-2.857144,-3.321170,-3.440727,-3.161421,-3.165997,-3.165997,-3.165997,-3.165997,-3.533764,-3.545906,-3.555502
2012,,,,,,,,,,,,-2.972546,-2.841559,-3.293864,-3.431624,-3.151221,-3.149187,-3.149187,-3.149187,-3.149187,-3.608106,-3.617495,-3.626276
2013,,,,,,,,,,,,,-3.332670,-3.165769,-1.890545,-1.610218,-1.614715,-1.614715,-1.614715,-1.614715,-2.054866,-2.074574,-2.590276
2014,,,,,,,,,,,,,,-3.246860,-0.461703,-0.155984,-0.150801,-0.150801,-0.150801,-0.150801,-0.631810,-0.650337,-2.031838
2015,,,,,,,,,,,,,,,-3.159712,-3.718016,-3.745520,-3.745520,-3.745520,-3.745520,-4.278880,-4.299517,-3.498268
2016,,,,,,,,,,,,,,,,-3.357456,-3.521895,-3.521895,-3.521895,-3.521895,-4.122448,-4.136214,-4.101309
2017,,,,,,,,,,,,,,,,,-3.243375,-3.243375,-3.282723,-3.282723,-4.145085,-3.920748,-3.836820
2018,,,,,,,,,,,,,,,,,,-3.013000,-4.127329,-4.066238,-4.981098,-4.719626,-4.680116
2019,,,,,,,,,,,,,,,,,,,-3.626221,-3.164359,-5.505975,-5.245302,-5.187959
2020,,,,,,,,,,,,,,,,,,,,-3.987550,-5.450985,-5.237813,-5.182560
2021,,,,,,,,,,,,,,,,,,,,,-5.653651,-5.190500,-5.224132
2022,,,,,,,,,,,,,,,,,,,,,,-5.470139,-5.259764
2023,,,,,,,,,,,,,,,,,,,,,,,-4.677365
