"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,257.647594,309.170355,118.283164,28.482273,1.234885,-199.523083
1991,270.447033,317.637148,117.562590,27.355091,1.242676,-193.350472
1992,268.811365,321.632877,117.052137,28.164432,0.893388,-198.931469
1993,281.790046,323.227131,123.637494,26.543735,1.090818,-192.709132
1994,305.601785,346.623870,124.580917,28.188969,0.746776,-194.538746
1995,300.191846,333.618522,126.830222,27.798714,0.771157,-188.826768
1996,321.790536,350.326376,131.136226,27.367300,2.107424,-189.146790
1997,349.728969,372.350022,138.670173,29.866222,2.179697,-193.337145
1998,394.660583,394.282148,142.072161,29.078042,1.831476,-172.603244
1999,373.475294,391.727258,136.468833,30.968251,2.400691,-188.089739
2000,389.398008,407.474252,140.124481,31.109478,2.545179,-191.855382
2001,383.602057,405.219526,140.719802,30.749539,2.173735,-195.260546
2002,396.720857,405.888734,143.334211,31.292478,2.822183,-186.616749
2003,418.045219,421.000313,145.463275,31.165944,3.008802,-182.593114
2004,432.038318,439.742781,144.561846,32.664321,3.103079,-188.033710
2005,448.116087,448.056672,146.747140,31.209843,4.502312,-182.399880
2006,464.656005,460.936299,151.101974,30.963268,6.100211,-184.445747
2007,500.139229,479.944320,160.872768,32.841663,8.541044,-182.060565
2008,548.222035,506.278307,179.955536,34.517734,10.677527,-183.207069
2009,549.741226,495.745357,177.184442,33.068314,12.169486,-168.426372
2010,536.035939,499.141238,167.785747,35.982420,14.128049,-181.001516
2011,584.384638,515.193358,165.626213,36.925663,14.960745,-148.321341
2012,545.055147,512.538600,159.192237,35.020884,14.903943,-176.600517
2013,560.074990,512.164910,160.971542,39.400596,15.905882,-168.367939
2014,558.464773,510.782132,170.490799,36.404961,17.950008,-177.163127
2015,563.653864,520.205435,169.361651,38.086147,17.840219,-181.839588
2016,614.165258,561.863165,172.538030,35.384496,17.382953,-173.003386
2017,587.594052,535.438361,167.441467,36.755412,18.340575,-170.381762
2018,589.497914,527.285002,169.284441,38.466321,21.777079,-167.314929
2019,596.467181,529.756452,172.684498,37.350346,22.492279,-165.816393
2020,549.490619,466.235462,194.513468,36.271039,22.103074,-169.632423
2021,551.944173,459.360559,198.772002,36.962431,23.920559,-167.071379
2022,600.607197,505.788403,190.534397,38.735334,26.293136,-160.744074
