"Year","Coal","Oil","Gas","Cement"
1950,329.853466,74.243480,7.933601,3.203480
1951,357.565859,80.092693,8.586965,3.776169
1952,378.526747,90.340410,8.741860,4.291866
1953,395.944860,99.644831,9.382914,4.853564
1954,430.245687,110.543101,10.246922,5.769369
1955,483.426822,128.844143,12.269216,6.824079
1956,518.736350,149.432640,16.522376,7.537962
1957,554.405155,168.625823,25.729846,8.753934
1958,571.986398,188.294152,38.197673,10.081158
1959,584.350111,205.453577,48.561032,11.728321
1960,585.521740,224.124583,61.671210,13.752289
1961,575.272391,242.258535,79.870778,15.350849
1962,571.233643,270.330360,99.137797,17.285682
1963,592.229220,295.530916,121.258300,18.381790
1964,609.585937,316.309969,147.224029,19.544456
1965,630.120223,336.990930,170.239276,21.768494
1966,651.330289,360.095136,188.629430,24.032570
1967,656.062417,392.165212,206.300577,25.440506
1968,648.781004,417.568869,223.348702,26.243831
1969,657.727757,446.984267,238.851130,26.904636
1970,702.853208,488.219738,221.795022,28.510560
1971,716.510120,519.534675,250.638338,29.731883
1972,738.379348,564.160623,263.587623,30.598216
1973,745.918526,606.054367,278.539919,31.798609
1974,747.371303,649.126563,295.125979,33.098260
1975,769.553605,685.820578,321.862975,34.725565
1976,789.702051,701.931633,353.673359,35.140921
1977,802.132370,726.530295,379.105280,35.725459
1978,797.362947,778.973143,397.546851,35.483309
1979,797.925572,782.086524,422.793357,34.175890
1980,840.941575,800.759953,441.357186,34.526931
1981,761.361126,808.336759,472.619424,34.800814
1982,771.428402,811.605579,500.003080,33.544954
1983,765.411202,810.713005,536.422441,34.444657
1984,760.117382,791.429882,580.145496,34.660833
1985,866.041816,798.995158,636.962923,34.496921
1986,893.986693,805.277067,603.894100,35.353033
1987,900.910350,709.922319,701.871109,35.641717
1988,916.021301,712.787706,750.139327,35.870706
1989,882.522559,715.759132,749.210885,35.793898
1990,750.958710,889.900548,788.209437,34.609276
1991,702.965586,846.034103,755.037782,32.836858
1992,515.780113,586.419436,774.417808,26.717383
1993,504.624263,510.838002,781.883970,21.994949
1994,451.572722,407.267864,733.162624,16.475445
1995,475.625940,387.021223,699.741990,16.646415
1996,474.696882,361.704231,700.378859,12.723154
1997,409.786291,353.158028,669.450046,12.272913
1998,399.043462,345.998347,673.595163,11.922667
1999,405.097474,350.867482,686.812228,13.172502
2000,425.710422,318.265059,682.077622,15.112577
2001,444.520317,324.290151,694.105247,15.862541
2002,422.616812,315.523261,703.448931,17.116161
2003,424.648319,309.457002,736.344868,18.666297
2004,414.711325,309.807913,744.369787,20.915348
2005,416.445679,320.285536,747.168628,22.256030
2006,436.040266,335.317548,767.749513,24.544564
2007,421.198558,326.252923,780.312691,27.644836
2008,449.833505,343.679054,780.848783,23.625365
2009,417.326826,322.578428,733.657568,19.746372
2010,417.854585,333.201704,795.448396,22.722614
2011,428.317038,344.934356,818.427517,25.128527
2012,443.292563,352.424795,807.719223,26.331668
2013,405.804785,354.879328,782.899391,27.281460
2014,394.974203,383.698639,775.514541,26.453326
2015,414.853703,406.410292,739.417469,23.171307
2016,402.760062,400.525317,752.163573,20.432102
2017,386.279737,414.626074,779.798301,20.512221
2018,399.664735,392.623788,828.793988,20.090711
2019,395.975652,400.012331,807.033784,20.306193
2020,368.046873,381.968351,784.255363,20.580721
2021,375.441577,375.400193,822.694996,22.158332
2022,369.693811,391.392099,811.088331,22.597534
2023,382.394606,427.178178,815.147699,24.315314
2024,375.646685,437.887166,857.674394,25.217346
