"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1960,,,,,,
1961,3.445500,0.180100,0.139100,,,
1962,3.668100,0.154700,0.145200,,,
1963,3.853100,0.171000,0.143200,,,
1964,4.120000,0.178100,0.163300,,,
1965,4.730000,0.202200,0.203600,,,
1966,5.230200,0.210700,0.272100,,,
1967,5.676500,0.270800,0.397600,,,
1968,5.970000,0.349900,0.473100,,,
1969,6.248000,0.334200,0.429300,,,
1970,6.701000,0.479400,0.422200,,,
1971,7.086000,0.459900,0.723200,,,
1972,7.424000,0.476300,0.779000,,,
1973,7.890000,0.397300,0.860600,,,
1974,8.198000,0.464800,0.914000,,,
1975,8.683000,0.573100,0.924700,,,
1976,8.916000,0.577000,0.960200,,,
1977,9.064000,0.606900,1.015700,,,
1978,9.236000,0.603000,1.012100,,,
1979,8.729000,0.639300,0.970000,,,
1980,8.733000,0.905000,1.018400,,,
1981,8.954000,0.821000,1.047200,,,
1982,8.978000,0.861011,1.047204,,,
1983,9.556000,0.747856,1.033649,,,
1984,9.827000,0.732863,1.046047,,,
1985,10.395000,0.752516,1.188042,,,
1986,10.395000,0.613734,1.188042,,,
1987,10.566000,0.554998,1.251553,,,
1988,10.821000,0.601852,1.099347,,,
1989,10.650000,0.709958,1.020386,,,
1990,10.408000,0.038617,0.304993,,,
1991,10.213333,0.002866,0.861000,,,
1992,4.802979,0.001188,0.775000,5.765000,0.072124,0.289206
1993,4.491076,0.001340,0.305000,4.459000,0.057374,1.252111
1994,3.411718,0.001600,0.230000,3.412000,0.041100,0.918600
1995,4.073152,0.000700,0.916000,4.073000,0.056400,1.774000
1996,3.223822,0.001400,0.778000,3.224000,0.312000,1.324000
1997,3.314984,0.000900,0.746000,3.339000,0.458000,1.447000
1998,3.594797,0.002100,0.942000,3.595000,0.300000,1.767000
1999,4.539079,0.002900,1.048000,4.535000,0.311000,1.998000
2000,5.311925,0.003900,1.168000,5.310000,0.357900,2.253300
2001,5.625391,0.003000,1.174000,5.624800,0.495000,2.347000
2002,5.979686,0.002700,1.175000,5.978000,0.638000,2.458000
2003,6.377083,0.002700,1.198000,6.377000,0.776000,2.459000
2004,6.829692,1.353821,2.628645,6.830000,0.883000,2.707000
2005,7.125644,1.608278,2.660780,7.126000,1.065000,2.737000
2006,7.433895,1.930900,2.982000,7.434000,1.221000,2.701000
2007,7.581378,2.227600,2.937500,7.581000,1.455500,2.512000
2008,7.699681,2.219400,3.040200,7.700000,1.471000,2.634000
2009,7.395271,1.689300,3.060300,7.373000,1.086000,2.717222
2010,7.665087,2.072300,2.935500,5.606000,1.324182,2.408708
2011,7.630947,2.149400,3.053800,7.600120,1.399696,2.307269
2012,7.813628,2.122500,3.152200,7.670145,1.547671,2.565820
2013,7.788211,2.195000,3.082200,7.746653,1.612862,2.564671
2014,8.153186,1.908368,3.274000,8.023000,1.441433,2.761499
2015,8.195915,1.986400,3.247700,8.068091,1.170103,2.820859
2016,8.646657,1.648500,3.250100,8.546947,1.140683,2.833312
2017,8.733462,1.555100,3.625000,8.716989,1.209571,3.038748
2018,9.147716,1.676200,3.829600,9.048000,1.270935,3.197052
2019,9.158670,1.723900,3.731900,9.149990,1.230781,3.204787
2020,9.718000,1.696200,4.123500,9.526987,1.120483,3.683801
2021,10.400000,1.599700,4.204100,9.511743,1.303781,3.757933
2022,10.140000,,,9.292578,0.645056,2.828779
2023,10.110000,,,9.169987,0.507375,2.480379
