"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,433.640193,46.474858,15.942909,337.238470,9.256903,24.727053
1991,419.655489,44.658880,16.084246,307.441114,9.099568,42.371680
1992,384.397976,35.169819,13.984261,284.262627,8.452358,42.528911
1993,348.470934,30.920908,11.883419,254.808192,8.422977,42.435438
1994,301.047812,27.146787,9.630280,214.918326,8.336355,41.016064
1995,275.397283,27.915128,10.738011,188.177550,8.187198,40.379396
1996,264.616339,24.524156,11.464522,175.789441,7.723461,45.114759
1997,251.958024,23.088702,10.946842,168.495079,8.110915,41.316486
1998,233.828151,21.647942,9.619172,146.956878,8.072386,47.531773
1999,225.580139,22.169690,10.753898,142.376558,7.882055,42.397938
2000,234.130005,22.986735,12.461681,146.151188,7.705513,44.824888
2001,235.704872,23.018217,13.216122,144.323452,7.817291,47.329790
2002,241.114580,22.370933,14.725335,145.353686,7.955693,50.708933
2003,243.056192,22.640099,14.243650,139.537766,8.036509,58.598168
2004,233.406209,22.764065,15.165874,136.863189,8.062223,50.550858
2005,240.630866,23.919390,16.173501,133.613614,8.372418,58.551943
2006,244.612558,24.379431,16.280050,133.819537,8.451815,61.681725
2007,240.457405,24.044715,17.135710,138.954971,8.749453,51.572556
2008,269.752103,24.597856,15.709316,150.221819,8.858471,70.364641
2009,268.319997,23.164055,18.933760,148.432377,8.924638,68.865167
2010,219.710560,19.386514,19.510521,139.336305,9.010433,32.466788
2011,240.582510,20.484648,20.394387,150.395155,9.022004,40.286317
2012,262.953840,18.571091,19.811058,144.038632,9.251315,71.281744
2013,230.872144,17.596363,20.555469,150.014572,9.157850,33.547891
2014,242.994180,19.802283,19.931940,150.985469,9.266620,43.007867
2015,250.078322,19.601884,21.476964,154.817199,9.255690,44.926584
2016,264.532070,18.738395,22.559196,164.580846,9.153738,49.499893
2017,254.557667,18.839273,23.551807,166.188093,9.306947,36.671547
2018,265.524992,19.096316,23.510192,164.379361,9.404168,49.134955
2019,274.398828,19.413552,24.596108,170.866807,9.576039,49.946322
2020,273.069191,18.744665,25.501789,178.114150,9.924594,40.783994
2021,307.715491,19.290873,25.709591,181.970931,10.065550,70.678546
2022,277.487627,20.044222,27.125024,188.938076,10.292295,31.088010
2023,286.120863,21.406575,27.252497,189.045218,10.606521,37.810053
