"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2020,-12.590000,-45.860000,17.120000,6.930000,1.020000,0.690000,"NaN",-0.400000
2021,11.040000,43.630000,2.090000,6.680000,2.260000,0.280000,"NaN",1.340000
2022,10.580000,13.780000,-17.090000,0.970000,1.620000,0.250000,"NaN",-1.440000
2023,3.570000,11.210000,2.930000,-6.230000,-0.850000,-0.390000,"NaN",0.270000
2024,14.060000,9.760000,9.480000,-1.670000,0.800000,0.210000,"NaN",0.430000
