"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,"NaN",-0.330000,-0.010000,"NaN",0,"NaN","NaN"
2021,"NaN",-0.170000,0,0.780000,0,"NaN","NaN"
2022,"NaN",-0.070000,0,-0.380000,0,"NaN","NaN"
2023,"NaN",-0.200000,0.010000,0.520000,0,"NaN","NaN"
